"idp","pro_psg","pnr","expl","nb_cut","nb_tree"
807959,"publis - communales","dans PNR","difficile",0,23
423115,"publics - domaniales","dans PNR","facile",0,13
910032,"publics - domaniales","hors PNR","facile",0,17
109158,"publis - communales","dans PNR",NA,0,12
129933,"publis - communales","dans PNR",NA,0,10
1825196,"publics - domaniales","hors PNR","difficile",0,22
1324340,"publis - communales","hors PNR","moyenne",0,10
1604569,"privé - sans psg","dans PNR","difficile",0,3
270036,"privé - psg","dans PNR",NA,0,17
2024119,"privé - sans psg","hors PNR","difficile",0,17
1928887,"privé - sans psg","hors PNR","très facile",0,19
705882,"publis - communales","dans PNR","difficile",0,21
1006612,"publis - communales","dans PNR","facile",0,11
379526,"privé - sans psg","dans PNR","difficile",0,2
1432796,"publis - communales","dans PNR","difficile",0,15
418902,"publis - communales","hors PNR","difficile",0,11
915670,"publics - domaniales","dans PNR","difficile",0,14
1448079,"publics - domaniales","dans PNR","moyenne",0,18
279889,"publics - domaniales","hors PNR",NA,0,8
143508,"publis - communales","dans PNR",NA,0,16
581530,"publis - communales","hors PNR","facile",0,8
1017672,"publis - communales","dans PNR","très facile",0,16
1510162,"publics - domaniales","hors PNR","facile",0,15
864269,"privé - sans psg","hors PNR","difficile",0,31
368465,"privé - psg","hors PNR","difficile",0,16
1638717,"privé - sans psg","dans PNR","moyenne",0,14
808225,"publics - domaniales","dans PNR","très facile",0,16
1911332,"publics - domaniales","dans PNR","facile",0,19
1647745,"publics - domaniales","dans PNR","moyenne",0,16
1810023,"publis - communales","hors PNR","difficile",0,22
1939888,"privé - sans psg","dans PNR","facile",0,20
1905314,"publis - communales","dans PNR","difficile",0,15
259809,"publis - communales","dans PNR",NA,0,11
834912,"publics - domaniales","dans PNR","très facile",0,16
832241,"privé - sans psg","hors PNR","très facile",0,18
922863,"privé - sans psg","dans PNR","moyenne",0,16
1617349,"publics - domaniales","hors PNR","difficile",0,17
1452614,"publis - communales","dans PNR","difficile",0,17
275639,"publics - domaniales","dans PNR",NA,0,12
1341294,"privé - sans psg","hors PNR","facile",0,23
1521205,"publics - domaniales","dans PNR","difficile",0,10
521314,"privé - sans psg","hors PNR","difficile",0,13
1007176,"privé - sans psg","dans PNR","difficile",0,14
2043079,"publics - domaniales","dans PNR","moyenne",0,31
1918016,"publis - communales","dans PNR","difficile",0,14
413718,"publis - communales","dans PNR","très facile",0,25
1208733,"privé - sans psg","hors PNR","difficile",0,18
565851,"publis - communales","dans PNR","difficile",0,15
816997,"publis - communales","hors PNR","très facile",0,2
419864,"publis - communales","dans PNR","difficile",0,11
1609356,"privé - sans psg","hors PNR","très facile",0,14
961649,"publis - communales","hors PNR","difficile",0,23
1002259,"privé - sans psg","hors PNR","facile",0,18
1332017,"publics - domaniales","dans PNR","difficile",0,11
764866,"publics - domaniales","hors PNR","très facile",0,2
45663,"publics - domaniales","hors PNR",NA,0,13
1301703,"privé - sans psg","hors PNR","difficile",0,13
32374,"publis - communales","hors PNR",NA,0,11
959565,"publis - communales","dans PNR","difficile",0,6
1207022,"publics - domaniales","hors PNR","facile",0,21
1948455,"publis - communales","dans PNR","difficile",0,10
1600436,"publics - domaniales","hors PNR","facile",0,9
701794,"publics - domaniales","hors PNR","difficile",0,12
538610,"publis - communales","dans PNR","difficile",0,15
1831877,"publics - domaniales","hors PNR","facile",0,9
1549769,"publics - domaniales","dans PNR","difficile",0,13
1421796,"publis - communales","dans PNR","difficile",0,7
861264,"publics - domaniales","dans PNR","moyenne",0,25
1218954,"publics - domaniales","hors PNR","difficile",0,17
719799,"publis - communales","dans PNR","facile",0,9
1429161,"publics - domaniales","hors PNR","difficile",0,7
1724785,"privé - sans psg","dans PNR","difficile",0,17
445668,"privé - psg","hors PNR","facile",0,31
1000632,"privé - sans psg","dans PNR","facile",0,23
651677,"publics - domaniales","dans PNR","très facile",0,9
2015939,"publis - communales","dans PNR","difficile",0,9
259132,"privé - sans psg","dans PNR",NA,0,13
120143,"privé - sans psg","dans PNR",NA,0,11
1736585,"publics - domaniales","hors PNR","difficile",0,20
778068,"privé - sans psg","hors PNR","facile",0,3
1107499,"publics - domaniales","dans PNR","difficile",0,8
1815696,"publics - domaniales","dans PNR","difficile",0,15
647611,"privé - sans psg","hors PNR","facile",0,5
677559,"publics - domaniales","hors PNR","difficile",0,15
1436090,"publics - domaniales","hors PNR","facile",0,12
39425,"publis - communales","dans PNR",NA,0,10
1842837,"publis - communales","dans PNR","facile",0,7
1108784,"privé - sans psg","dans PNR","difficile",0,3
1642816,"privé - sans psg","hors PNR","facile",0,8
253992,"privé - sans psg","dans PNR",NA,0,2
1550786,"publis - communales","hors PNR","difficile",0,7
1824482,"privé - sans psg","dans PNR","difficile",0,4
1451513,"publics - domaniales","dans PNR","très facile",0,7
431890,"privé - sans psg","dans PNR","difficile",0,13
1735684,"publics - domaniales","dans PNR","facile",0,4
1614533,"publis - communales","dans PNR","moyenne",0,12
1642631,"publis - communales","hors PNR","très facile",0,16
1533736,"privé - sans psg","hors PNR","très facile",0,8
212916,"privé - sans psg","hors PNR",NA,0,19
279630,"publics - domaniales","hors PNR",NA,0,8
532839,"publics - domaniales","hors PNR","facile",0,13
1507775,"privé - sans psg","hors PNR","très facile",0,21
1636653,"privé - sans psg","dans PNR","difficile",0,13
854752,"privé - psg","dans PNR","difficile",0,12
641378,"publics - domaniales","hors PNR","facile",0,8
41796,"publics - domaniales","dans PNR",NA,0,12
2022195,"publis - communales","dans PNR","difficile",0,18
331857,"publics - domaniales","hors PNR","difficile",0,9
132583,"publis - communales","dans PNR",NA,0,20
2037351,"privé - sans psg","dans PNR","facile",0,4
845257,"privé - sans psg","dans PNR","très facile",0,13
19423,"privé - psg","hors PNR",NA,0,15
220108,"privé - psg","dans PNR",NA,0,6
45254,"privé - psg","dans PNR",NA,0,22
1930460,"publis - communales","dans PNR","difficile",0,13
1105913,"publis - communales","dans PNR","difficile",0,8
1924328,"privé - sans psg","dans PNR","difficile",0,6
467639,"privé - sans psg","hors PNR","très facile",0,7
1004951,"publis - communales","hors PNR","difficile",0,19
725659,"publis - communales","dans PNR","très facile",0,16
219069,"publis - communales","hors PNR",NA,0,7
453700,"publis - communales","hors PNR","difficile",0,11
1347604,"privé - psg","dans PNR","difficile",0,6
244954,"publics - domaniales","dans PNR",NA,0,12
1940975,"publics - domaniales","dans PNR","facile",0,6
656812,"publis - communales","hors PNR","difficile",0,19
962953,"privé - sans psg","hors PNR","facile",0,20
411638,"publis - communales","dans PNR","difficile",0,6
239633,"privé - sans psg","dans PNR",NA,0,8
1103441,"publis - communales","hors PNR","difficile",0,14
1754333,"publis - communales","dans PNR","facile",0,14
1824953,"publis - communales","dans PNR","moyenne",0,12
152787,"publis - communales","hors PNR",NA,0,13
522840,"publis - communales","dans PNR","difficile",0,23
25324,"publics - domaniales","hors PNR",NA,0,10
1008488,"privé - sans psg","dans PNR","moyenne",0,21
735663,"privé - sans psg","dans PNR","difficile",0,8
1402306,"privé - sans psg","dans PNR","facile",0,10
466362,"privé - sans psg","dans PNR","difficile",0,38
1801887,"publis - communales","dans PNR","difficile",0,17
564804,"publis - communales","dans PNR","difficile",0,11
1333878,"privé - sans psg","dans PNR","facile",0,9
1952975,"publis - communales","dans PNR","difficile",0,18
380219,"publics - domaniales","hors PNR","facile",0,12
1827016,"privé - psg","hors PNR","difficile",0,13
1824372,"privé - sans psg","dans PNR","facile",0,10
808815,"publis - communales","hors PNR","très facile",0,19
864019,"publis - communales","dans PNR","moyenne",0,11
44284,"publis - communales","hors PNR",NA,0,14
706016,"publics - domaniales","hors PNR","très facile",0,21
1408261,"publics - domaniales","hors PNR","difficile",0,15
508289,"privé - sans psg","hors PNR","moyenne",0,8
921106,"privé - sans psg","dans PNR","difficile",0,14
729414,"publis - communales","hors PNR","très facile",0,5
1428840,"privé - sans psg","dans PNR","très facile",0,8
1111156,"publis - communales","dans PNR","difficile",0,14
1521368,"publis - communales","dans PNR","difficile",0,28
150073,"privé - sans psg","dans PNR",NA,0,2
1213546,"publis - communales","dans PNR","difficile",0,8
1215313,"privé - sans psg","hors PNR","très facile",0,19
863784,"privé - sans psg","hors PNR","difficile",0,21
458017,"publics - domaniales","dans PNR","difficile",0,15
525482,"privé - sans psg","dans PNR","très facile",0,17
344431,"publis - communales","dans PNR","difficile",0,19
52622,"privé - sans psg","dans PNR",NA,0,15
8522,"privé - sans psg","dans PNR",NA,0,4
470095,"publis - communales","dans PNR","facile",0,27
1410530,"publis - communales","hors PNR","difficile",0,12
974367,"publis - communales","dans PNR","difficile",0,14
1708309,"publis - communales","hors PNR","facile",0,19
712485,"privé - sans psg","dans PNR","très facile",0,15
1631952,"privé - psg","dans PNR","difficile",0,10
1429970,"publics - domaniales","dans PNR","difficile",0,11
1519094,"privé - psg","dans PNR","très facile",0,8
618987,"publis - communales","hors PNR","difficile",0,19
131806,"publis - communales","dans PNR",NA,0,21
2033146,"publis - communales","dans PNR","difficile",0,15
12179,"publis - communales","dans PNR",NA,0,10
49099,"privé - sans psg","hors PNR",NA,0,14
1717764,"privé - psg","dans PNR","difficile",0,15
423219,"publis - communales","dans PNR","difficile",0,24
516780,"publis - communales","dans PNR","difficile",0,20
1549904,"privé - sans psg","dans PNR","difficile",0,22
118496,"privé - psg","hors PNR",NA,0,13
312036,"publis - communales","hors PNR","facile",0,14
135516,"publics - domaniales","hors PNR",NA,0,16
1706022,"privé - sans psg","hors PNR","difficile",0,4
1537427,"publis - communales","hors PNR","difficile",0,17
1443800,"privé - sans psg","dans PNR","difficile",0,9
627162,"publis - communales","dans PNR","facile",0,9
1337262,"privé - psg","hors PNR","difficile",0,9
654618,"privé - sans psg","dans PNR","difficile",0,23
430517,"privé - sans psg","dans PNR","facile",0,18
809215,"publics - domaniales","hors PNR","très facile",0,11
1338234,"privé - psg","hors PNR","difficile",0,14
740332,"privé - psg","hors PNR","facile",0,16
1027568,"publis - communales","dans PNR","difficile",0,11
119759,"publics - domaniales","hors PNR",NA,0,2
721886,"privé - sans psg","hors PNR","facile",0,11
1510213,"publis - communales","hors PNR","moyenne",0,8
2018152,"publics - domaniales","dans PNR","facile",0,15
204205,"publis - communales","dans PNR",NA,0,16
126128,"publis - communales","hors PNR",NA,0,8
1628528,"privé - sans psg","dans PNR","moyenne",0,8
1704200,"privé - sans psg","hors PNR","facile",0,30
365646,"publis - communales","dans PNR","difficile",0,16
1016074,"publis - communales","dans PNR","difficile",0,24
1643210,"publis - communales","dans PNR","difficile",0,8
407148,"publics - domaniales","dans PNR","difficile",0,14
100155,"publis - communales","hors PNR",NA,0,15
209668,"publics - domaniales","hors PNR",NA,0,5
1541763,"publis - communales","dans PNR","moyenne",0,14
1639513,"publis - communales","hors PNR","facile",0,2
1350248,"privé - sans psg","hors PNR","difficile",0,15
1101732,"publics - domaniales","dans PNR","difficile",0,13
359812,"publis - communales","hors PNR","difficile",0,20
1009466,"privé - sans psg","dans PNR","facile",0,27
1018216,"privé - sans psg","dans PNR","difficile",0,17
944710,"publis - communales","dans PNR","difficile",0,13
2016787,"publics - domaniales","dans PNR","difficile",0,24
613106,"privé - sans psg","dans PNR","moyenne",0,12
8318,"publics - domaniales","dans PNR",NA,0,12
1826095,"privé - sans psg","dans PNR","moyenne",0,21
825309,"publics - domaniales","hors PNR","très facile",0,15
146775,"privé - sans psg","dans PNR",NA,0,28
319653,"publis - communales","dans PNR","facile",0,13
512310,"privé - sans psg","hors PNR","très facile",0,10
464677,"privé - sans psg","dans PNR","difficile",0,16
827923,"publics - domaniales","dans PNR","difficile",0,15
849551,"privé - sans psg","hors PNR","très facile",0,2
1126700,"publis - communales","dans PNR","difficile",0,12
658061,"publis - communales","dans PNR","très facile",0,18
1450613,"publics - domaniales","hors PNR","difficile",0,7
763896,"publis - communales","dans PNR","très facile",0,5
359147,"privé - sans psg","hors PNR","moyenne",0,7
105860,"privé - psg","hors PNR",NA,0,7
1740801,"publics - domaniales","hors PNR","facile",0,28
310631,"publics - domaniales","hors PNR","difficile",0,10
1938532,"publis - communales","hors PNR","difficile",0,9
350552,"publics - domaniales","dans PNR","moyenne",0,4
668877,"publis - communales","dans PNR","difficile",0,9
141493,"publics - domaniales","dans PNR",NA,0,12
1614643,"publis - communales","hors PNR","facile",0,23
2019537,"publis - communales","hors PNR","difficile",0,8
672506,"privé - sans psg","dans PNR","très facile",0,5
1104047,"publis - communales","hors PNR","facile",0,6
2018913,"publics - domaniales","hors PNR","difficile",0,20
833131,"publics - domaniales","dans PNR","très facile",0,8
1921014,"publis - communales","hors PNR","difficile",0,9
1750160,"privé - sans psg","dans PNR","difficile",0,13
2022171,"privé - sans psg","dans PNR","moyenne",0,13
1935412,"publis - communales","hors PNR","facile",0,15
1949090,"publics - domaniales","dans PNR","difficile",0,10
560071,"publics - domaniales","dans PNR","facile",0,20
1835504,"publics - domaniales","hors PNR","difficile",0,1
1535792,"privé - sans psg","dans PNR","difficile",0,2
1343366,"privé - sans psg","dans PNR","facile",0,22
974846,"privé - sans psg","hors PNR","facile",0,16
1829332,"publics - domaniales","hors PNR","difficile",0,17
741051,"publis - communales","hors PNR","difficile",0,8
1843033,"publis - communales","dans PNR","difficile",0,18
416112,"privé - sans psg","hors PNR","difficile",0,26
45891,"publics - domaniales","hors PNR",NA,0,9
1117705,"publis - communales","hors PNR","moyenne",0,15
1904936,"privé - psg","dans PNR","difficile",0,15
1631214,"privé - sans psg","dans PNR","très facile",0,15
1516986,"privé - sans psg","dans PNR","très facile",0,19
227155,"privé - sans psg","dans PNR",NA,0,17
969871,"publis - communales","hors PNR","moyenne",0,16
455065,"publics - domaniales","hors PNR","difficile",0,9
333150,"publis - communales","hors PNR","moyenne",0,4
770261,"privé - psg","dans PNR","difficile",0,9
1720398,"publics - domaniales","hors PNR","très facile",0,11
1891,"publics - domaniales","dans PNR",NA,0,11
1804508,"publics - domaniales","hors PNR","difficile",0,10
1506574,"publis - communales","hors PNR","très facile",0,23
1932643,"publis - communales","hors PNR","facile",0,16
846473,"publis - communales","dans PNR","facile",0,3
1425166,"privé - sans psg","hors PNR","très facile",0,15
1346267,"publis - communales","dans PNR","difficile",0,11
1904040,"privé - sans psg","dans PNR","facile",0,1
1734215,"publis - communales","dans PNR","difficile",0,13
1518385,"publics - domaniales","dans PNR","difficile",0,15
1432414,"privé - psg","dans PNR","très facile",0,18
551197,"publis - communales","dans PNR","difficile",0,21
1954823,"privé - psg","hors PNR","moyenne",0,16
1447498,"publics - domaniales","hors PNR","moyenne",0,10
972456,"publics - domaniales","hors PNR","facile",0,8
153921,"publis - communales","hors PNR",NA,0,8
1636666,"publics - domaniales","dans PNR","très facile",0,3
1850581,"privé - sans psg","dans PNR","difficile",0,9
779810,"publis - communales","dans PNR","difficile",0,16
1626920,"publics - domaniales","hors PNR","très facile",0,4
135741,"privé - psg","dans PNR",NA,0,11
2553,"publics - domaniales","dans PNR",NA,0,13
319367,"privé - sans psg","hors PNR","difficile",0,20
1527442,"publics - domaniales","hors PNR","très facile",0,9
2018897,"privé - psg","dans PNR","difficile",0,11
1018252,"privé - psg","hors PNR","moyenne",0,7
619262,"publis - communales","hors PNR","très facile",0,1
1013884,"publis - communales","dans PNR","difficile",0,17
1448086,"publics - domaniales","dans PNR","très facile",0,12
1417959,"publis - communales","hors PNR","difficile",0,7
827469,"publis - communales","hors PNR","facile",0,9
848797,"publis - communales","hors PNR","très facile",0,22
850719,"publis - communales","hors PNR","facile",0,16
615132,"privé - psg","hors PNR","difficile",0,10
1230682,"publics - domaniales","dans PNR","difficile",0,11
1321020,"publis - communales","dans PNR","facile",0,7
941333,"privé - sans psg","dans PNR","difficile",0,12
1843788,"publis - communales","dans PNR","difficile",0,14
1026419,"publics - domaniales","hors PNR","très facile",0,11
921260,"privé - sans psg","hors PNR","moyenne",0,25
1128059,"publis - communales","hors PNR","facile",0,12
1111962,"publics - domaniales","dans PNR","difficile",0,10
2053095,"publics - domaniales","hors PNR","moyenne",0,24
1318306,"privé - sans psg","hors PNR","facile",0,25
1020903,"privé - sans psg","dans PNR","facile",0,21
231691,"publis - communales","hors PNR",NA,0,19
1949841,"publics - domaniales","hors PNR","très facile",0,12
604777,"publics - domaniales","dans PNR","difficile",0,11
504592,"publics - domaniales","dans PNR","difficile",0,8
259501,"privé - psg","hors PNR",NA,0,22
1646068,"publics - domaniales","dans PNR","difficile",0,2
128892,"publis - communales","hors PNR",NA,0,18
1725999,"publis - communales","dans PNR","moyenne",0,21
1336297,"publics - domaniales","hors PNR","difficile",0,14
1634297,"privé - sans psg","dans PNR","difficile",0,17
910012,"privé - psg","hors PNR","difficile",0,23
1634670,"privé - sans psg","dans PNR","difficile",0,37
145291,"publis - communales","dans PNR",NA,0,18
773149,"privé - sans psg","dans PNR","moyenne",0,5
1202532,"publics - domaniales","hors PNR","facile",0,12
1102246,"privé - sans psg","dans PNR","facile",0,11
35247,"publis - communales","dans PNR",NA,0,16
122764,"privé - psg","hors PNR",NA,0,8
434486,"privé - sans psg","dans PNR","facile",0,19
1741127,"publis - communales","hors PNR","difficile",0,14
1102439,"privé - sans psg","hors PNR","très facile",0,18
1713489,"publis - communales","dans PNR","moyenne",0,15
1937448,"publis - communales","dans PNR","difficile",0,14
2049512,"publis - communales","dans PNR","moyenne",0,11
1027704,"publis - communales","dans PNR","difficile",0,3
874348,"privé - psg","hors PNR","très facile",0,7
2016492,"publics - domaniales","dans PNR","très facile",0,19
1849252,"publis - communales","dans PNR","difficile",0,16
1452941,"publics - domaniales","dans PNR","moyenne",0,27
948295,"privé - psg","dans PNR","difficile",0,15
1433669,"publis - communales","hors PNR","très facile",0,7
2003263,"privé - sans psg","hors PNR","très facile",0,14
1516941,"privé - sans psg","dans PNR","difficile",0,20
13765,"publis - communales","hors PNR",NA,0,6
314861,"publis - communales","dans PNR","difficile",0,17
805020,"privé - sans psg","hors PNR","facile",0,18
701937,"publics - domaniales","hors PNR","facile",0,2
1606626,"privé - sans psg","dans PNR","facile",0,13
518587,"privé - sans psg","hors PNR","facile",0,17
702983,"publis - communales","dans PNR","très facile",0,16
1731703,"publics - domaniales","hors PNR","facile",0,18
1515578,"publics - domaniales","hors PNR","difficile",0,12
1224948,"privé - sans psg","hors PNR","facile",0,9
1010162,"publics - domaniales","hors PNR","difficile",0,15
118870,"publis - communales","hors PNR",NA,0,11
9859,"privé - sans psg","dans PNR",NA,0,18
525657,"privé - sans psg","dans PNR","facile",0,8
245024,"publics - domaniales","dans PNR",NA,0,2
125179,"publics - domaniales","hors PNR",NA,0,13
1215414,"publics - domaniales","dans PNR","difficile",0,13
349220,"privé - sans psg","dans PNR","facile",0,13
1752146,"publis - communales","hors PNR","très facile",0,8
1801441,"publis - communales","hors PNR","difficile",0,17
106519,"publis - communales","hors PNR",NA,0,11
722455,"publics - domaniales","dans PNR","très facile",0,12
1314756,"publis - communales","hors PNR","difficile",0,13
1733907,"publis - communales","dans PNR","difficile",0,14
1744993,"publics - domaniales","hors PNR","facile",0,9
1915989,"privé - psg","hors PNR","très facile",0,12
121896,"privé - psg","dans PNR",NA,0,8
1009253,"publics - domaniales","hors PNR","facile",0,6
1524963,"publis - communales","hors PNR","facile",0,12
1215873,"publis - communales","dans PNR","difficile",0,8
1306297,"publis - communales","dans PNR","difficile",0,21
1909152,"publis - communales","dans PNR","difficile",0,15
1413773,"publics - domaniales","hors PNR","moyenne",0,16
1331218,"privé - sans psg","dans PNR","facile",0,4
2022970,"privé - sans psg","dans PNR","difficile",0,21
104232,"publics - domaniales","hors PNR",NA,0,22
2018678,"publis - communales","hors PNR","difficile",0,19
1620578,"privé - psg","hors PNR","facile",0,16
330807,"privé - psg","dans PNR","difficile",0,12
1535586,"publics - domaniales","hors PNR","facile",0,13
608148,"publics - domaniales","dans PNR","très facile",0,9
862678,"publis - communales","dans PNR","difficile",0,24
1809172,"privé - sans psg","dans PNR","difficile",0,19
917990,"publics - domaniales","hors PNR","difficile",0,12
1444316,"publics - domaniales","dans PNR","très facile",0,18
1130434,"privé - sans psg","dans PNR","très facile",0,22
872756,"publics - domaniales","hors PNR","difficile",0,8
1631647,"privé - psg","dans PNR","difficile",0,20
759660,"publics - domaniales","dans PNR","facile",0,9
271391,"privé - sans psg","hors PNR",NA,0,5
416119,"privé - sans psg","hors PNR","facile",0,9
374826,"privé - sans psg","dans PNR","facile",0,11
1916452,"publics - domaniales","dans PNR","difficile",0,11
608915,"publis - communales","dans PNR","difficile",0,21
441318,"publis - communales","hors PNR","difficile",0,13
252440,"privé - sans psg","dans PNR",NA,0,10
439048,"publics - domaniales","dans PNR","difficile",0,11
2022841,"privé - sans psg","dans PNR","difficile",0,7
2031924,"publis - communales","dans PNR","difficile",0,14
519629,"publis - communales","dans PNR","difficile",0,7
1336091,"publics - domaniales","hors PNR","moyenne",0,9
1649554,"publics - domaniales","dans PNR","moyenne",0,18
450117,"publis - communales","dans PNR","très facile",0,28
1711089,"privé - sans psg","hors PNR","facile",0,10
49105,"publics - domaniales","hors PNR",NA,0,11
546122,"privé - sans psg","dans PNR","difficile",0,11
236230,"publics - domaniales","hors PNR",NA,0,10
1926955,"privé - sans psg","hors PNR","moyenne",0,25
230270,"publis - communales","dans PNR",NA,0,10
1905539,"publics - domaniales","hors PNR","moyenne",0,17
1223694,"privé - sans psg","dans PNR","difficile",0,17
329672,"privé - sans psg","dans PNR","facile",0,26
1336899,"privé - psg","hors PNR","facile",0,17
1221269,"publics - domaniales","dans PNR","difficile",0,11
1210451,"privé - sans psg","dans PNR","difficile",0,21
1453740,"publis - communales","hors PNR","difficile",0,10
276932,"privé - sans psg","dans PNR",NA,0,1
1711464,"publis - communales","dans PNR","difficile",0,16
467070,"publis - communales","hors PNR","facile",0,13
1354500,"privé - sans psg","dans PNR","très facile",0,21
529060,"publis - communales","dans PNR","facile",0,15
1903311,"publis - communales","dans PNR","moyenne",0,14
2019113,"publis - communales","hors PNR","facile",0,21
319855,"publics - domaniales","dans PNR","facile",0,8
1217034,"privé - sans psg","hors PNR","très facile",0,12
379801,"publics - domaniales","dans PNR","difficile",0,9
1228486,"publics - domaniales","hors PNR","facile",0,9
1209141,"publis - communales","hors PNR","difficile",0,6
666727,"privé - psg","dans PNR","très facile",0,17
1437645,"publis - communales","dans PNR","facile",0,24
1644333,"publis - communales","hors PNR","difficile",0,8
100393,"publics - domaniales","hors PNR",NA,0,18
1540886,"publics - domaniales","dans PNR","difficile",0,5
472596,"publis - communales","hors PNR","très facile",0,6
38656,"publis - communales","dans PNR",NA,0,13
1202155,"publis - communales","dans PNR","difficile",0,14
1017819,"publis - communales","dans PNR","difficile",0,3
1920222,"publics - domaniales","dans PNR","difficile",0,12
744174,"privé - sans psg","dans PNR","moyenne",0,25
606873,"privé - sans psg","dans PNR","très facile",0,20
832958,"publics - domaniales","dans PNR","très facile",0,18
1502114,"publis - communales","dans PNR","difficile",0,14
2043336,"publis - communales","hors PNR","difficile",0,4
1335115,"publics - domaniales","hors PNR","difficile",0,3
1126967,"privé - sans psg","hors PNR","difficile",0,9
1648859,"publics - domaniales","hors PNR","difficile",0,15
1416578,"privé - sans psg","dans PNR","moyenne",0,13
1018993,"privé - sans psg","dans PNR","difficile",0,11
1208894,"privé - sans psg","dans PNR","difficile",0,11
1216272,"publics - domaniales","dans PNR","moyenne",0,13
1208911,"privé - sans psg","hors PNR","difficile",0,14
1217956,"publics - domaniales","hors PNR","difficile",0,15
1519302,"publis - communales","dans PNR","facile",0,19
25268,"publis - communales","dans PNR",NA,0,14
505213,"publis - communales","hors PNR","difficile",0,14
329023,"publis - communales","hors PNR","difficile",0,12
2017545,"publis - communales","hors PNR","facile",0,14
406543,"publis - communales","hors PNR","facile",0,1
1346712,"publis - communales","hors PNR","difficile",0,8
1605912,"publis - communales","dans PNR","difficile",0,32
523641,"privé - sans psg","hors PNR","difficile",0,13
1222733,"privé - sans psg","dans PNR","très facile",0,14
1336076,"privé - sans psg","dans PNR","difficile",0,17
2045024,"publics - domaniales","hors PNR","facile",0,16
1347440,"publics - domaniales","hors PNR","difficile",0,17
636103,"privé - sans psg","hors PNR","très facile",0,20
669604,"publis - communales","hors PNR","difficile",0,22
2028004,"publis - communales","dans PNR","difficile",0,14
512142,"publis - communales","dans PNR","difficile",0,11
1453603,"publics - domaniales","dans PNR","difficile",0,13
616539,"privé - sans psg","dans PNR","très facile",0,14
360051,"privé - sans psg","dans PNR","difficile",0,6
958021,"privé - sans psg","dans PNR","très facile",0,12
572543,"publis - communales","hors PNR","difficile",0,7
2033245,"privé - sans psg","hors PNR","difficile",0,16
1544268,"publis - communales","hors PNR","difficile",0,15
1629186,"publics - domaniales","dans PNR","très facile",0,14
866664,"publis - communales","dans PNR","difficile",0,20
854318,"publics - domaniales","dans PNR","facile",0,20
650827,"publics - domaniales","hors PNR","difficile",0,27
1030308,"privé - sans psg","dans PNR","très facile",0,24
871946,"privé - sans psg","hors PNR","facile",0,5
456823,"publis - communales","hors PNR","facile",0,6
852645,"privé - sans psg","hors PNR","facile",0,18
1950074,"publis - communales","hors PNR","facile",0,20
622922,"privé - psg","dans PNR","moyenne",0,8
106152,"publis - communales","dans PNR",NA,0,11
1018468,"publics - domaniales","hors PNR","facile",0,4
613178,"privé - sans psg","dans PNR","difficile",0,4
458926,"privé - sans psg","dans PNR","difficile",0,19
1314747,"publis - communales","dans PNR","difficile",0,7
1942000,"publis - communales","hors PNR","très facile",0,25
38489,"publis - communales","dans PNR",NA,0,4
680461,"publis - communales","dans PNR","facile",0,12
1946267,"publis - communales","hors PNR","moyenne",0,11
2006963,"privé - sans psg","hors PNR","moyenne",0,16
1920883,"publis - communales","hors PNR","facile",0,14
2022867,"privé - sans psg","hors PNR","facile",0,21
1849864,"privé - sans psg","dans PNR","difficile",0,29
1100794,"publics - domaniales","dans PNR","moyenne",0,10
1021618,"publics - domaniales","hors PNR","très facile",0,12
1937365,"publis - communales","dans PNR","facile",0,16
1909668,"publics - domaniales","dans PNR","difficile",0,13
1707345,"publics - domaniales","hors PNR","difficile",0,10
363104,"publics - domaniales","dans PNR","difficile",0,8
1748236,"publics - domaniales","hors PNR","très facile",0,8
2031385,"publics - domaniales","hors PNR","difficile",0,14
871652,"publis - communales","dans PNR","difficile",0,16
1026303,"privé - psg","hors PNR","facile",0,8
134325,"publics - domaniales","dans PNR",NA,0,6
1829416,"publis - communales","dans PNR","difficile",0,27
873921,"publics - domaniales","dans PNR","très facile",0,11
1213876,"publis - communales","dans PNR","facile",0,18
1126777,"privé - sans psg","hors PNR","facile",0,9
1652671,"publis - communales","dans PNR","difficile",0,14
2004389,"publics - domaniales","hors PNR","facile",0,11
1927017,"publics - domaniales","hors PNR","difficile",0,28
333661,"privé - psg","hors PNR","très facile",0,18
1746811,"privé - sans psg","hors PNR","facile",0,16
2029496,"publics - domaniales","hors PNR","difficile",0,11
1932814,"publics - domaniales","hors PNR","facile",0,11
1851639,"publis - communales","dans PNR","facile",0,3
226619,"privé - sans psg","hors PNR",NA,0,14
1635081,"privé - sans psg","dans PNR","facile",0,15
1613087,"privé - sans psg","hors PNR","très facile",0,11
1002168,"publics - domaniales","hors PNR","difficile",0,12
1031100,"publis - communales","dans PNR","difficile",0,11
1606071,"publis - communales","dans PNR","difficile",0,14
456304,"privé - sans psg","dans PNR","moyenne",0,3
938536,"privé - sans psg","hors PNR","moyenne",0,8
1713476,"publics - domaniales","dans PNR","facile",0,15
1800127,"privé - psg","hors PNR","très facile",0,13
1639012,"publis - communales","hors PNR","facile",0,14
1017973,"publis - communales","hors PNR","facile",0,21
564466,"publis - communales","hors PNR","difficile",0,17
2018510,"privé - sans psg","dans PNR","difficile",0,18
1809768,"publics - domaniales","dans PNR","très facile",0,12
1611179,"publis - communales","hors PNR","très facile",0,17
