"idp","pro_psg","pnr","expl","nb_cut","nb_tree"
1645248,"privé - psg","dans PNR","facile",0,6
640457,"privé - sans psg","dans PNR","facile",0,21
1318887,"privé - sans psg","dans PNR","difficile",0,23
1535941,"publis - communales","dans PNR","difficile",0,12
16989,"publis - communales","dans PNR",NA,0,4
1345231,"privé - sans psg","dans PNR","difficile",0,19
534390,"publics - domaniales","hors PNR","difficile",0,6
1417510,"publis - communales","dans PNR","difficile",0,23
1443916,"privé - sans psg","dans PNR","difficile",0,19
119002,"publics - domaniales","dans PNR",NA,0,11
872023,"publics - domaniales","hors PNR","très facile",0,9
1643728,"publics - domaniales","hors PNR","très facile",0,10
148517,"publics - domaniales","dans PNR",NA,0,8
316496,"publics - domaniales","hors PNR","facile",0,14
906599,"publics - domaniales","hors PNR","difficile",0,13
22360,"privé - sans psg","dans PNR",NA,0,9
115486,"publis - communales","dans PNR",NA,0,12
1024154,"publics - domaniales","hors PNR","difficile",0,22
902912,"publis - communales","hors PNR","difficile",0,18
227133,"privé - sans psg","hors PNR",NA,0,3
905664,"privé - sans psg","dans PNR","facile",0,23
2019844,"publis - communales","dans PNR","difficile",0,9
1721253,"publis - communales","dans PNR","difficile",0,10
15178,"privé - sans psg","dans PNR",NA,0,4
1114074,"privé - psg","dans PNR","difficile",0,9
1654324,"privé - psg","hors PNR","facile",0,9
14304,"privé - sans psg","dans PNR",NA,0,18
750486,"privé - psg","hors PNR","très facile",0,7
914610,"publics - domaniales","dans PNR","difficile",0,10
277270,"privé - sans psg","dans PNR",NA,0,13
1547540,"publis - communales","dans PNR","difficile",0,13
2052064,"privé - psg","dans PNR","facile",0,13
646690,"publis - communales","dans PNR","facile",0,8
1006684,"privé - sans psg","hors PNR","très facile",0,4
751464,"privé - sans psg","dans PNR","difficile",0,16
2004660,"publics - domaniales","hors PNR","très facile",0,20
951237,"privé - sans psg","hors PNR","moyenne",0,16
1548784,"privé - psg","dans PNR","facile",0,11
1809260,"publics - domaniales","dans PNR","très facile",0,14
976343,"publics - domaniales","dans PNR","moyenne",0,18
2051922,"privé - sans psg","hors PNR","moyenne",0,19
1022405,"privé - psg","hors PNR","difficile",0,23
1702966,"publis - communales","hors PNR","difficile",0,17
301117,"publis - communales","dans PNR","difficile",0,13
611344,"privé - sans psg","dans PNR","difficile",0,9
328577,"privé - sans psg","dans PNR","difficile",0,6
23941,"publis - communales","hors PNR",NA,0,8
679387,"publics - domaniales","dans PNR","très facile",0,10
826706,"privé - sans psg","dans PNR","facile",0,13
1402712,"publics - domaniales","dans PNR","très facile",0,16
1520982,"publis - communales","dans PNR","difficile",0,28
310618,"publis - communales","hors PNR","facile",0,15
2044395,"privé - sans psg","dans PNR","difficile",0,17
1306574,"publics - domaniales","hors PNR","difficile",0,8
1230056,"publics - domaniales","hors PNR","difficile",0,21
16030,"privé - sans psg","hors PNR",NA,0,3
570697,"privé - sans psg","dans PNR","moyenne",0,27
1216418,"publis - communales","dans PNR","facile",0,21
463567,"privé - sans psg","hors PNR","facile",0,23
1741097,"publics - domaniales","dans PNR","moyenne",0,17
147212,"publics - domaniales","hors PNR",NA,0,2
356386,"privé - sans psg","dans PNR","facile",0,16
2002663,"publis - communales","hors PNR","très facile",0,11
137371,"publics - domaniales","hors PNR",NA,0,11
1606419,"privé - sans psg","dans PNR","difficile",0,17
1751578,"publis - communales","dans PNR","difficile",0,13
1821320,"publis - communales","dans PNR","difficile",0,31
442365,"publis - communales","dans PNR","moyenne",0,2
2044771,"publics - domaniales","hors PNR","difficile",0,21
1105672,"publics - domaniales","hors PNR","très facile",0,7
1750845,"privé - psg","dans PNR","facile",0,14
1904212,"publics - domaniales","dans PNR","difficile",0,8
566793,"publics - domaniales","dans PNR","difficile",0,16
1015316,"privé - sans psg","dans PNR","difficile",0,12
1649164,"publis - communales","dans PNR","difficile",0,26
1735043,"publis - communales","dans PNR","difficile",0,27
357613,"publics - domaniales","hors PNR","difficile",0,3
1420210,"publics - domaniales","dans PNR","difficile",0,6
1441626,"privé - sans psg","dans PNR","difficile",0,11
757003,"privé - sans psg","dans PNR","facile",0,9
1227250,"privé - sans psg","dans PNR","difficile",0,7
1737002,"publis - communales","dans PNR","difficile",0,17
760853,"publis - communales","hors PNR","très facile",0,15
708635,"privé - sans psg","dans PNR","difficile",0,20
706191,"publics - domaniales","dans PNR","moyenne",0,8
708948,"publis - communales","dans PNR","facile",0,20
127,"privé - psg","dans PNR",NA,0,19
1643290,"publics - domaniales","hors PNR","très facile",0,7
1913398,"privé - sans psg","dans PNR","moyenne",0,5
1854366,"publis - communales","dans PNR","difficile",0,13
711200,"privé - sans psg","dans PNR","très facile",0,20
208325,"privé - sans psg","dans PNR",NA,0,15
1553864,"publis - communales","hors PNR","facile",0,17
1222985,"publis - communales","dans PNR","très facile",0,21
236348,"privé - psg","dans PNR",NA,0,18
1809082,"publis - communales","hors PNR","très facile",0,14
40183,"publis - communales","hors PNR",NA,0,8
1705886,"publis - communales","hors PNR","difficile",0,12
1030821,"publis - communales","hors PNR","moyenne",0,14
404748,"privé - sans psg","dans PNR","moyenne",0,18
1004898,"publics - domaniales","hors PNR","difficile",0,13
1902725,"privé - sans psg","hors PNR","moyenne",0,14
541902,"publics - domaniales","hors PNR","difficile",0,15
1620073,"publics - domaniales","dans PNR","difficile",0,14
2047218,"publics - domaniales","hors PNR","difficile",0,13
129401,"privé - sans psg","hors PNR",NA,0,17
926829,"privé - sans psg","dans PNR","difficile",0,19
1849695,"publis - communales","hors PNR","très facile",0,7
373847,"publis - communales","dans PNR","difficile",0,17
116249,"privé - sans psg","dans PNR",NA,0,19
1834109,"publics - domaniales","dans PNR","difficile",0,8
811798,"publics - domaniales","hors PNR","très facile",0,18
1001437,"privé - psg","hors PNR","facile",0,15
369519,"publis - communales","hors PNR","moyenne",0,3
712718,"publics - domaniales","dans PNR","difficile",0,11
1641749,"privé - psg","hors PNR","très facile",0,16
152730,"publics - domaniales","hors PNR",NA,0,4
602566,"publis - communales","hors PNR","facile",0,29
1924383,"publics - domaniales","dans PNR","difficile",0,24
1731600,"publics - domaniales","hors PNR","moyenne",0,4
520275,"publis - communales","dans PNR","difficile",0,28
1835429,"publis - communales","dans PNR","difficile",0,17
408913,"publis - communales","dans PNR","très facile",0,7
1701004,"privé - sans psg","hors PNR","facile",0,20
1807768,"publics - domaniales","hors PNR","difficile",0,12
1653839,"publics - domaniales","dans PNR","difficile",0,15
117149,"publics - domaniales","hors PNR",NA,0,6
2025523,"publis - communales","hors PNR","très facile",0,26
2031240,"publis - communales","dans PNR","difficile",0,17
1816361,"publis - communales","dans PNR","difficile",0,15
571008,"privé - sans psg","dans PNR","difficile",0,14
1924904,"privé - sans psg","dans PNR","difficile",0,1
1830533,"publis - communales","dans PNR","difficile",0,17
1608557,"privé - sans psg","dans PNR","facile",0,6
1342786,"privé - sans psg","hors PNR","difficile",0,18
1024329,"publics - domaniales","hors PNR","difficile",0,16
2675,"privé - sans psg","hors PNR",NA,0,6
1208496,"publics - domaniales","hors PNR","très facile",0,25
871077,"publis - communales","dans PNR","difficile",0,17
1401364,"publis - communales","dans PNR","moyenne",0,10
305202,"publics - domaniales","dans PNR","difficile",0,17
924751,"privé - psg","hors PNR","très facile",0,6
1528968,"publics - domaniales","hors PNR","difficile",0,13
752168,"publis - communales","dans PNR","très facile",0,19
1811508,"privé - sans psg","dans PNR","facile",0,11
1008726,"publis - communales","dans PNR","difficile",0,20
2000545,"publis - communales","dans PNR","difficile",0,24
45487,"publics - domaniales","dans PNR",NA,0,14
144641,"privé - sans psg","dans PNR",NA,0,4
602296,"privé - sans psg","hors PNR","très facile",0,18
851473,"privé - sans psg","hors PNR","facile",0,3
875304,"publis - communales","dans PNR","très facile",0,14
109239,"publics - domaniales","dans PNR",NA,0,6
1533762,"publis - communales","dans PNR","difficile",0,8
1129506,"publics - domaniales","dans PNR","difficile",0,8
442227,"publis - communales","dans PNR","difficile",0,23
545673,"publics - domaniales","dans PNR","difficile",0,19
1813137,"publics - domaniales","dans PNR","difficile",0,11
1121422,"privé - psg","hors PNR","facile",0,6
959462,"privé - sans psg","hors PNR","difficile",0,21
265713,"publis - communales","hors PNR",NA,0,6
725947,"privé - sans psg","dans PNR","facile",0,17
22257,"publis - communales","hors PNR",NA,0,2
1829663,"publics - domaniales","dans PNR","difficile",0,23
1733334,"publis - communales","hors PNR","difficile",0,13
805719,"publics - domaniales","hors PNR","moyenne",0,15
1742176,"privé - psg","hors PNR","difficile",0,8
135513,"privé - sans psg","dans PNR",NA,0,14
1751764,"privé - psg","hors PNR","facile",0,7
123697,"publis - communales","hors PNR",NA,0,7
1211330,"publis - communales","dans PNR","facile",0,15
1525255,"publics - domaniales","dans PNR","difficile",0,16
1742217,"privé - sans psg","hors PNR","très facile",0,11
1946282,"publics - domaniales","hors PNR","moyenne",0,11
2042787,"publis - communales","dans PNR","difficile",0,14
1914367,"privé - psg","dans PNR","très facile",0,7
740017,"publics - domaniales","hors PNR","moyenne",0,17
426940,"publis - communales","hors PNR","difficile",0,9
1301087,"privé - sans psg","dans PNR","difficile",0,16
1102655,"publics - domaniales","dans PNR","difficile",0,9
1919698,"publis - communales","dans PNR","difficile",0,12
653070,"publis - communales","dans PNR","très facile",0,13
1807799,"privé - sans psg","hors PNR","facile",0,16
1626513,"publics - domaniales","dans PNR","difficile",0,10
1951413,"publics - domaniales","dans PNR","facile",0,15
1454414,"publics - domaniales","dans PNR","difficile",0,24
1419417,"publis - communales","dans PNR","difficile",0,8
1953511,"privé - psg","dans PNR","très facile",0,7
431601,"privé - sans psg","hors PNR","très facile",0,13
143142,"privé - psg","dans PNR",NA,0,3
643986,"privé - sans psg","hors PNR","facile",0,14
1349934,"publis - communales","hors PNR","facile",0,21
237144,"privé - sans psg","dans PNR",NA,0,8
2052188,"publis - communales","hors PNR","difficile",0,37
1548406,"publis - communales","dans PNR","difficile",0,10
857703,"publis - communales","dans PNR","facile",0,18
1645057,"publics - domaniales","hors PNR","difficile",0,24
1620316,"publis - communales","hors PNR","facile",0,10
520097,"publis - communales","dans PNR","difficile",0,16
2047366,"privé - sans psg","dans PNR","facile",0,38
1931887,"privé - sans psg","dans PNR","difficile",0,1
659359,"publis - communales","hors PNR","facile",0,4
824470,"publics - domaniales","hors PNR","facile",0,27
1325153,"privé - sans psg","dans PNR","facile",0,19
205898,"publis - communales","dans PNR",NA,0,7
631763,"publics - domaniales","hors PNR","moyenne",0,4
1402833,"privé - psg","hors PNR","facile",0,28
1502937,"privé - sans psg","hors PNR","difficile",0,30
1711044,"publics - domaniales","dans PNR","difficile",0,8
5007,"privé - psg","hors PNR",NA,0,10
758280,"publics - domaniales","dans PNR","difficile",0,21
251577,"privé - psg","hors PNR",NA,0,13
301747,"publis - communales","hors PNR","très facile",0,9
660150,"publics - domaniales","dans PNR","moyenne",0,13
1433922,"privé - psg","hors PNR","très facile",0,19
1839987,"privé - psg","dans PNR","difficile",0,15
223940,"publis - communales","dans PNR",NA,0,4
2022643,"publics - domaniales","hors PNR","difficile",0,32
802459,"publics - domaniales","dans PNR","très facile",0,10
1602158,"publics - domaniales","dans PNR","très facile",0,5
509505,"publics - domaniales","dans PNR","difficile",0,6
1416429,"privé - psg","dans PNR","moyenne",0,10
755526,"publis - communales","dans PNR","très facile",0,18
1749046,"publics - domaniales","dans PNR","facile",0,9
323370,"publis - communales","hors PNR","très facile",0,12
2043279,"publics - domaniales","hors PNR","facile",0,15
1637077,"publics - domaniales","hors PNR","difficile",0,15
557880,"privé - sans psg","dans PNR","très facile",0,16
1829146,"privé - sans psg","dans PNR","facile",0,19
854295,"privé - sans psg","dans PNR","facile",0,8
1642345,"privé - sans psg","hors PNR","facile",0,17
1638035,"publis - communales","hors PNR","facile",0,13
764732,"privé - sans psg","hors PNR","facile",0,7
1537436,"privé - sans psg","dans PNR","facile",0,4
2012873,"privé - sans psg","dans PNR","difficile",0,2
568184,"publis - communales","dans PNR","difficile",0,8
1851008,"publis - communales","dans PNR","difficile",0,20
717681,"publics - domaniales","dans PNR","très facile",0,8
1729499,"publics - domaniales","dans PNR","facile",0,18
14840,"privé - psg","dans PNR",NA,0,14
1911258,"publis - communales","dans PNR","difficile",0,14
966562,"publis - communales","dans PNR","difficile",0,17
1933258,"publics - domaniales","hors PNR","difficile",0,14
2027226,"privé - sans psg","dans PNR","difficile",0,3
420315,"publis - communales","dans PNR","difficile",0,25
1211942,"privé - sans psg","hors PNR","facile",0,21
1726718,"publis - communales","dans PNR","difficile",0,8
748606,"publics - domaniales","hors PNR","difficile",0,8
1747147,"privé - sans psg","dans PNR","difficile",0,7
964928,"publis - communales","hors PNR","difficile",0,9
1100804,"publis - communales","hors PNR","difficile",0,15
1526044,"publis - communales","dans PNR","facile",0,16
1405619,"privé - psg","dans PNR","difficile",0,18
348947,"publis - communales","dans PNR","difficile",0,16
256896,"privé - psg","dans PNR",NA,0,12
923997,"publics - domaniales","dans PNR","très facile",0,11
227436,"publics - domaniales","hors PNR",NA,0,13
1229504,"privé - sans psg","dans PNR","difficile",0,8
1018208,"privé - sans psg","dans PNR","moyenne",0,1
462740,"publics - domaniales","dans PNR","difficile",0,19
443018,"publics - domaniales","dans PNR","difficile",0,18
1412936,"publics - domaniales","dans PNR","facile",0,10
1309368,"publis - communales","hors PNR","facile",0,12
676165,"publis - communales","dans PNR","difficile",0,11
574254,"publics - domaniales","dans PNR","très facile",0,10
1348235,"publis - communales","dans PNR","difficile",0,12
1912698,"publics - domaniales","hors PNR","facile",0,13
1844962,"publis - communales","hors PNR","très facile",0,6
1308879,"privé - sans psg","dans PNR","difficile",0,22
1941815,"privé - sans psg","dans PNR","facile",0,18
