"idp","rich","ser_86","pro_psg","elev","tcar","esspre_fr"
1006295,25,"G13","privé - sans psg",565,7,"R"
1024860,31,"G13","privé - sans psg",583,9,"F"
1022486,27,"C20","publis - communales",350,5,"F"
1003476,19,"F30","privé - sans psg",112,10,"F"
1011772,34,"B31","privé - psg",64,6,"F"
1002788,33,"C51","privé - sans psg",183,9,"F"
1017815,47,"D11","privé - sans psg",351,7,"F"
1017324,7,"B70","privé - psg",154,10,"R"
1010024,26,"B41","privé - sans psg",60,8,"F"
1028734,38,"G60","privé - sans psg",756,2,"F"
1008925,19,"F23","privé - sans psg",122,7,"F"
1010088,24,"B91","privé - psg",224,6,"F"
1000377,23,"F40","privé - sans psg",163,10,"F"
1017625,12,"F21","privé - psg",69,0,"F"
1016638,55,"K13","privé - sans psg",260,8,"F"
1027926,15,"B33","privé - sans psg",139,10,"F"
1008409,14,"C20","privé - sans psg",233,0,"F"
1021312,17,"J22","privé - sans psg",150,9,"F"
1014759,18,"I22","publis - communales",1104,8,"F"
1028424,22,"F23","privé - sans psg",129,8,"F"
1030354,18,"A21","privé - sans psg",128,6,"F"
1003103,35,"C20","privé - psg",478,8,"F"
1001919,31,"F21","privé - sans psg",88,9,"F"
1009511,20,"G42","privé - sans psg",816,9,"R"
1005498,36,"C30","publis - communales",226,10,"F"
1008869,16,"B91","privé - psg",192,10,"F"
1005991,18,"A21","privé - sans psg",76,3,"F"
1017204,24,"G60","privé - sans psg",538,3,"F"
1030849,12,"F15","privé - sans psg",186,9,"F"
1024101,27,"G70","privé - sans psg",398,7,"F"
1009271,15,"G21","privé - sans psg",891,8,"R"
1007892,11,"F21","privé - sans psg",24,0,"F"
1013076,27,"G60","privé - sans psg",878,7,"R"
1010459,27,"B82","privé - sans psg",86,8,"F"
1014205,26,"G13","privé - psg",771,2,"F"
1000115,13,"G50","privé - sans psg",558,8,"F"
1005799,19,"J22","privé - sans psg",20,8,"F"
1007684,8,"D11","publis - communales",658,8,"R"
1018218,23,"G22","privé - psg",705,10,"R"
1001999,25,"G22","publis - communales",1421,7,"R"
1028854,26,"G41","privé - sans psg",774,0,"R"
1002632,11,"B70","privé - psg",130,9,"F"
1013272,12,"D11","privé - psg",535,10,"R"
1031166,11,"G13","privé - sans psg",489,10,"F"
1021881,35,"H10","publis - communales",1641,4,"R"
1017708,19,"G13","privé - sans psg",553,9,"F"
1008675,12,"F15","privé - sans psg",220,8,"F"
1026093,28,"H30","privé - sans psg",863,7,"F"
1025078,18,"J22","privé - sans psg",331,9,"F"
1031255,38,"C20","privé - psg",351,8,"F"
1004561,10,"B61","privé - psg",85,6,"R"
1002984,39,"C20","publis - communales",547,7,"F"
1001359,32,"C20","privé - sans psg",374,7,"F"
1017826,24,"F52","privé - sans psg",32,7,"F"
1012927,26,"B43","privé - sans psg",180,2,"F"
1031335,41,"G30","publis - communales",1396,6,"R"
1024959,27,"G22","privé - sans psg",809,9,"F"
1016509,16,"G30","publis - communales",828,10,"F"
1013090,17,"A22","privé - sans psg",3,10,"F"
1020908,19,"B53","privé - psg",341,10,"F"
1012843,12,"F21","publis - communales",24,2,"R"
1007572,10,"F22","privé - sans psg",26,5,"R"
1007465,76,"H21","privé - sans psg",1185,10,"R"
1016855,17,"G22","privé - sans psg",695,10,"R"
1019514,16,"G70","privé - sans psg",405,6,"F"
1016288,37,"F40","privé - sans psg",253,6,"F"
1023567,26,"G42","privé - sans psg",375,9,"F"
1003112,14,"C12","publics - domaniales",218,9,"F"
1015959,23,"B53","privé - psg",290,9,"F"
1018997,21,"G11","privé - psg",222,7,"F"
1030534,31,"C20","publics - domaniales",315,10,"F"
1004163,28,"F30","privé - sans psg",84,1,"F"
1020729,27,"I11","privé - sans psg",543,10,"F"
1008713,40,"H22","privé - sans psg",566,6,"F"
1002915,31,"B51","privé - sans psg",126,10,"F"
1006719,12,"G42","privé - sans psg",412,1,"F"
1024045,21,"B41","privé - sans psg",126,8,"R"
1029026,17,"B70","privé - sans psg",126,10,"F"
1004892,31,"B70","privé - psg",148,9,"F"
1005029,12,"F30","privé - sans psg",44,6,"F"
1027414,42,"H30","publis - communales",861,8,"R"
1025537,10,"G13","privé - sans psg",714,9,"R"
1023100,55,"E10","privé - sans psg",545,9,"R"
1010624,14,"F11","privé - psg",183,10,"F"
1006004,47,"H21","publis - communales",1243,10,"F"
1029084,34,"B61","privé - psg",63,8,"F"
1020481,22,"F52","privé - sans psg",102,9,"F"
1021473,10,"B53","privé - psg",293,9,"F"
1030575,14,"D12","publis - communales",373,9,"F"
1012183,30,"G12","privé - sans psg",419,8,"F"
1023933,15,"I13","publics - domaniales",585,9,"R"
1024958,10,"C30","privé - sans psg",223,10,"R"
1023111,27,"B21","privé - sans psg",20,1,"F"
1009903,25,"H42","publis - communales",2254,7,"R"
1000659,27,"C20","publis - communales",350,7,"F"
1019409,25,"C52","privé - sans psg",153,1,"F"
1022688,15,"F21","privé - psg",24,2,"R"
1021261,48,"G90","privé - sans psg",685,9,"R"
1006190,24,"G70","privé - psg",1103,10,"F"
1009826,14,"B70","publics - domaniales",125,10,"F"
1025424,40,"H10","privé - sans psg",1135,8,"R"
1017670,17,"G41","privé - sans psg",505,10,"R"
1002615,13,"A11","privé - psg",236,8,"R"
1014356,31,"G90","privé - sans psg",375,7,"F"
1025957,13,"B61","privé - sans psg",74,10,"F"
1001309,21,"C20","privé - sans psg",351,8,"F"
1024527,8,"E10","privé - sans psg",756,9,"F"
1011653,16,"B70","privé - sans psg",110,10,"F"
1023229,23,"A11","privé - sans psg",212,10,"R"
1004447,17,"F21","privé - sans psg",23,5,"R"
1004816,13,"A22","privé - sans psg",80,10,"F"
1020326,22,"B22","privé - psg",109,9,"F"
1025732,16,"B82","privé - psg",147,8,"F"
1020213,11,"D12","publis - communales",183,3,"F"
1003582,35,"B41","publis - communales",111,9,"F"
1025014,26,"F40","privé - sans psg",281,8,"F"
1006033,15,"F14","privé - sans psg",124,10,"F"
1013191,34,"G13","privé - psg",681,8,"R"
1004118,35,"B21","privé - sans psg",38,9,"F"
1002284,31,"G23","privé - sans psg",459,4,"F"
1026835,25,"F30","publis - communales",257,9,"F"
1007503,31,"C51","privé - psg",279,6,"F"
1027439,20,"G22","publis - communales",1349,6,"R"
1023916,10,"B32","privé - sans psg",66,2,"F"
1009492,17,"F30","privé - sans psg",143,10,"F"
1020910,38,"G41","privé - psg",487,8,"R"
1015485,19,"B62","privé - sans psg",99,0,"F"
1028152,22,"C30","privé - psg",353,8,"F"
1022074,11,"A30","privé - sans psg",126,9,"F"
1003186,22,"I12","publics - domaniales",1699,9,"R"
1009700,23,"F51","privé - sans psg",69,6,"F"
1011001,45,"G22","privé - sans psg",1030,3,"R"
1022730,13,"F15","privé - sans psg",219,10,"F"
1006374,18,"B43","privé - sans psg",145,0,"F"
1002059,12,"B92","privé - psg",456,9,"F"
1017825,23,"B42","privé - psg",249,10,"F"
1031390,24,"H10","publis - communales",1112,4,"F"
1013962,16,"B32","privé - psg",111,9,"F"
1001233,21,"F23","privé - sans psg",48,7,"F"
1021106,24,"B62","privé - psg",97,8,"F"
1007746,11,"G42","privé - sans psg",334,9,"F"
1027591,37,"G90","privé - sans psg",633,2,"F"
1011854,8,"F21","privé - psg",92,0,"F"
1017973,13,"D11","publis - communales",1276,8,"F"
1031289,7,"B33","privé - sans psg",158,7,"F"
1024629,8,"B52","privé - sans psg",156,9,"F"
1016494,15,"H42","privé - sans psg",1440,7,"R"
1014378,16,"B62","privé - sans psg",140,9,"R"
1006561,13,"A22","privé - sans psg",7,10,"F"
1008716,13,"B70","privé - psg",132,5,"F"
1007877,26,"G13","privé - sans psg",366,6,"R"
1029960,18,"H30","privé - sans psg",620,10,"R"
1022330,12,"D11","publis - communales",509,9,"R"
1031018,14,"F15","privé - psg",181,10,"F"
1026809,30,"C20","privé - sans psg",327,5,"F"
1026766,12,"D11","privé - sans psg",482,10,"F"
1024622,18,"B70","privé - psg",136,10,"F"
1018023,13,"B32","publics - domaniales",96,7,"R"
1015843,26,"H10","privé - sans psg",1081,2,"R"
1030308,7,"D11","privé - sans psg",251,9,"F"
1011105,19,"G13","privé - sans psg",589,10,"F"
1023121,67,"H22","publis - communales",1396,6,"F"
1005328,24,"B82","privé - psg",133,8,"F"
1006840,18,"B31","privé - sans psg",155,9,"F"
1016501,52,"E20","privé - sans psg",843,10,"R"
1006060,33,"J30","privé - sans psg",140,7,"F"
1007611,13,"A11","privé - sans psg",81,9,"F"
1027359,6,"J40","publis - communales",811,10,"R"
1000890,43,"C20","publis - communales",388,6,"F"
1010892,28,"J23","privé - sans psg",261,10,"R"
1014799,6,"B41","privé - psg",139,9,"F"
1021929,41,"F40","privé - psg",325,9,"F"
1019668,51,"G23","privé - psg",396,0,"R"
1002487,12,"A13","privé - psg",263,8,"F"
1024169,15,"C30","publis - communales",295,10,"F"
1014815,13,"G23","publis - communales",339,10,"F"
1015112,24,"J23","privé - sans psg",556,7,"R"
1024306,48,"E20","publics - domaniales",823,8,"R"
1031298,10,"B92","privé - psg",312,10,"F"
1030304,35,"G22","publis - communales",1123,9,"R"
1002885,18,"F40","privé - sans psg",299,7,"F"
1010413,14,"G22","privé - sans psg",770,10,"R"
1024186,22,"H30","privé - sans psg",1028,1,"F"
1019543,15,"B42","privé - sans psg",75,9,"F"
1029557,22,"B82","privé - sans psg",103,4,"F"
1022002,26,"C20","privé - sans psg",546,6,"F"
1006291,25,"F15","privé - sans psg",242,10,"F"
1031087,20,"H41","publics - domaniales",1726,7,"R"
1000202,18,"C20","publis - communales",317,0,"F"
1009762,19,"G22","privé - sans psg",1299,8,"F"
1004322,15,"B70","privé - psg",119,10,"F"
1028900,20,"E10","publis - communales",597,9,"F"
1029600,15,"H30","publics - domaniales",648,9,"R"
1006082,24,"F15","privé - sans psg",213,10,"F"
1019435,16,"D11","publics - domaniales",965,4,"F"
1006448,34,"G21","privé - sans psg",748,10,"F"
1014821,11,"B10","privé - sans psg",75,8,"F"
1014172,11,"D11","publics - domaniales",604,7,"F"
1013121,23,"C51","publics - domaniales",223,9,"F"
1001855,15,"A30","privé - sans psg",139,9,"R"
1028863,11,"F40","privé - sans psg",363,10,"F"
1014595,15,"H10","publis - communales",1311,10,"F"
1012675,33,"J23","privé - sans psg",326,8,"F"
1015564,18,"F23","privé - sans psg",95,10,"R"
1000785,13,"A11","privé - psg",304,8,"F"
1022601,22,"I13","publis - communales",636,4,"R"
1002162,17,"C52","privé - sans psg",183,10,"F"
1012645,31,"F15","privé - sans psg",220,8,"F"
1001958,23,"E10","publis - communales",598,8,"R"
1010417,20,"B61","privé - psg",91,9,"F"
1011018,11,"B33","privé - psg",279,9,"F"
1019973,15,"G13","privé - sans psg",493,0,"F"
1030236,19,"D12","publis - communales",677,8,"R"
1011433,22,"C20","publis - communales",252,9,"F"
1004857,21,"B62","privé - sans psg",139,10,"F"
1019729,32,"B92","privé - sans psg",233,3,"F"
1007622,21,"H42","publics - domaniales",1757,7,"R"
1008825,49,"C20","publics - domaniales",482,7,"F"
1011257,32,"B51","publics - domaniales",170,9,"F"
1011766,9,"A22","privé - psg",48,1,"F"
1010836,23,"B70","privé - sans psg",178,8,"F"
1008640,15,"J22","publis - communales",121,0,"F"
1001460,16,"G13","privé - sans psg",529,10,"F"
1022772,22,"F52","privé - sans psg",155,10,"F"
1014530,45,"I11","privé - sans psg",408,9,"F"
1018505,14,"D11","privé - sans psg",340,8,"F"
1011723,3,"A12","privé - psg",147,0,"R"
1010307,25,"G50","privé - sans psg",625,8,"F"
1030277,22,"B51","publis - communales",154,8,"F"
1030573,44,"D11","privé - sans psg",326,10,"F"
1001556,14,"B82","privé - psg",136,10,"F"
1017189,32,"E10","publis - communales",767,8,"F"
1006531,33,"C20","publis - communales",357,0,"F"
1021926,34,"E10","publis - communales",356,2,"F"
1026118,25,"C20","privé - sans psg",306,7,"R"
1016670,17,"C11","privé - sans psg",246,10,"F"
1008004,29,"F15","privé - sans psg",233,2,"F"
1018441,22,"J23","privé - sans psg",285,8,"R"
1011243,42,"J10","privé - sans psg",226,5,"F"
1000672,34,"B70","privé - psg",99,10,"F"
1017183,15,"B61","privé - sans psg",139,5,"F"
1003341,60,"H10","publis - communales",1381,9,"R"
1007522,10,"G41","privé - sans psg",629,10,"F"
1025593,10,"B44","privé - sans psg",124,7,"F"
1027884,10,"B21","privé - sans psg",11,0,"F"
1004930,24,"B51","privé - sans psg",183,7,"F"
1000657,16,"G13","privé - psg",581,7,"R"
1007706,33,"B42","privé - psg",226,7,"F"
1025811,22,"B33","privé - sans psg",125,10,"F"
1020455,12,"G21","privé - sans psg",823,10,"F"
1015379,17,"E10","publis - communales",485,6,"F"
1028109,20,"C20","publis - communales",307,10,"F"
1010388,14,"A13","publics - domaniales",264,10,"R"
1015797,63,"E20","publis - communales",832,8,"F"
1024770,53,"G22","privé - sans psg",1122,9,"R"
1022736,36,"F40","privé - sans psg",234,2,"F"
1023068,31,"B70","privé - psg",100,8,"F"
1001176,28,"C20","publis - communales",285,9,"F"
1022142,22,"G50","privé - sans psg",843,9,"R"
1021329,10,"G21","privé - sans psg",859,10,"F"
1002902,19,"C30","publis - communales",323,9,"F"
1008537,28,"G50","privé - sans psg",567,9,"F"
1009545,22,"B91","publics - domaniales",165,10,"F"
1026707,28,"C20","privé - sans psg",370,9,"F"
1029396,19,"G13","privé - psg",602,10,"R"
1011398,29,"I22","privé - sans psg",1490,6,"R"
1022328,34,"B42","privé - sans psg",109,4,"F"
1003526,8,"F21","privé - psg",66,0,"R"
1016827,47,"H22","publis - communales",1292,6,"R"
1013038,23,"C41","publics - domaniales",161,9,"F"
1028411,26,"J22","privé - sans psg",112,6,"F"
1013583,7,"B32","privé - sans psg",1,3,"F"
1025942,29,"G80","privé - psg",581,8,"R"
1029509,13,"A21","privé - sans psg",96,10,"F"
1013723,29,"C20","privé - psg",274,8,"F"
1029150,23,"G30","privé - sans psg",1282,8,"R"
1001391,11,"A22","publics - domaniales",38,10,"F"
1019424,31,"G60","privé - sans psg",846,6,"R"
1008378,28,"G23","privé - sans psg",286,9,"F"
1012767,20,"F40","privé - sans psg",255,4,"F"
1014615,14,"F21","publis - communales",25,0,"F"
1009384,13,"A22","privé - sans psg",69,9,"F"
1006633,65,"C20","privé - sans psg",343,8,"R"
1029116,13,"B62","privé - psg",122,9,"F"
1027503,12,"C51","publis - communales",202,7,"F"
1018571,92,"G22","privé - sans psg",796,5,"F"
1004527,25,"C20","privé - sans psg",114,9,"F"
1024143,13,"B70","privé - psg",92,8,"F"
1021403,40,"C20","publis - communales",291,0,"F"
1026687,32,"H30","privé - sans psg",838,9,"R"
1027585,18,"B41","privé - sans psg",130,10,"F"
1009884,32,"H30","privé - sans psg",850,10,"R"
1010564,21,"H41","privé - sans psg",1742,6,"R"
1021067,13,"F30","privé - sans psg",247,4,"F"
1001625,35,"F15","privé - sans psg",148,8,"R"
1001956,25,"B82","privé - sans psg",131,10,"F"
1013292,10,"B41","publis - communales",142,9,"F"
1018727,38,"H42","privé - sans psg",1785,0,"F"
1023380,21,"H30","publics - domaniales",1258,3,"R"
1021612,19,"B70","privé - psg",127,10,"F"
1020987,9,"F22","privé - sans psg",6,4,"R"
1001542,11,"C30","publis - communales",348,9,"F"
1018944,24,"J40","privé - sans psg",496,9,"R"
1025289,25,"B53","privé - sans psg",219,7,"F"
1021802,15,"K11","privé - sans psg",491,6,"R"
1023885,57,"E20","publis - communales",1259,7,"R"
1005670,12,"A13","privé - sans psg",50,10,"F"
1016623,42,"C52","privé - sans psg",761,9,"F"
1028045,10,"B32","privé - sans psg",129,3,"F"
1000646,6,"C30","privé - psg",357,8,"F"
1000112,46,"C20","publis - communales",385,6,"F"
1000765,16,"B91","privé - psg",172,9,"F"
1013402,36,"H30","privé - sans psg",1713,9,"F"
1019721,32,"G50","privé - sans psg",441,9,"F"
1022417,35,"H30","privé - sans psg",1240,9,"R"
1005086,27,"D11","publis - communales",457,8,"F"
1014606,20,"G13","privé - psg",591,10,"F"
1000561,27,"C20","privé - sans psg",195,10,"F"
1013992,26,"B62","privé - sans psg",60,10,"F"
1025692,37,"G13","privé - sans psg",416,4,"F"
1003505,18,"A11","privé - sans psg",39,7,"F"
1008358,23,"G90","privé - sans psg",511,9,"F"
1010591,17,"C51","privé - sans psg",267,9,"R"
1024986,19,"F52","privé - sans psg",188,10,"F"
1002621,33,"G23","privé - psg",507,10,"R"
1027078,8,"B70","privé - psg",98,3,"F"
1025612,39,"H30","publics - domaniales",1339,7,"R"
1015883,25,"C20","publis - communales",271,9,"F"
1013079,7,"D11","privé - sans psg",700,9,"R"
1020806,9,"G11","privé - sans psg",321,9,"F"
1026712,12,"J10","publis - communales",199,10,"F"
1026419,6,"D11","publics - domaniales",810,7,"F"
1004787,24,"G22","privé - sans psg",1034,10,"R"
1018334,6,"F21","privé - sans psg",74,0,"R"
1014277,18,"F15","privé - psg",210,0,"F"
1022648,59,"G22","privé - sans psg",774,9,"F"
1021986,29,"H42","publis - communales",2031,7,"R"
1016542,30,"B51","privé - psg",138,9,"F"
1024929,20,"B91","privé - sans psg",242,8,"F"
1025599,18,"F21","privé - psg",72,6,"R"
1003507,16,"C41","publics - domaniales",150,8,"R"
1003658,25,"G11","privé - sans psg",210,8,"F"
1021569,17,"C20","privé - sans psg",407,8,"F"
1022720,22,"B41","publis - communales",68,9,"F"
1003204,20,"K12","publis - communales",821,10,"R"
1003784,13,"C51","publis - communales",254,8,"F"
1021748,28,"G23","privé - sans psg",338,6,"F"
1006589,35,"G22","privé - sans psg",982,5,"F"
1007135,16,"B41","privé - sans psg",71,9,"F"
1008621,13,"E10","publis - communales",530,10,"F"
1028338,18,"F30","privé - sans psg",5,10,"F"
1008684,10,"G70","privé - psg",901,8,"R"
1014639,30,"J22","privé - sans psg",227,7,"R"
1008324,27,"I21","privé - sans psg",1382,9,"F"
1013932,17,"A30","privé - psg",113,8,"F"
1014780,25,"C20","publis - communales",294,9,"F"
1002027,21,"B53","privé - psg",201,8,"F"
1026263,19,"B42","privé - psg",235,10,"F"
1001963,35,"B92","privé - sans psg",314,10,"R"
1021537,9,"B61","privé - sans psg",81,10,"R"
1006006,28,"C51","privé - psg",227,6,"F"
1006966,21,"H30","privé - sans psg",857,9,"F"
1018665,19,"B70","privé - psg",144,6,"F"
1006282,28,"C12","privé - psg",201,8,"F"
1031292,25,"C20","publis - communales",486,10,"F"
1018931,40,"J40","privé - sans psg",555,8,"F"
1025308,8,"F21","privé - psg",59,4,"R"
1002991,8,"H41","publis - communales",1389,9,"F"
1028052,30,"F40","privé - sans psg",260,7,"F"
1008110,20,"B91","privé - psg",257,9,"F"
1020027,14,"F21","privé - psg",27,0,"F"
1016914,39,"C20","publics - domaniales",306,10,"F"
1009675,23,"G11","privé - sans psg",211,9,"F"
1007831,49,"G30","privé - sans psg",804,10,"F"
1030761,25,"C20","privé - sans psg",293,9,"F"
1012442,35,"G13","privé - sans psg",481,9,"F"
1012785,19,"F30","privé - sans psg",266,10,"F"
1004775,22,"C20","publis - communales",301,9,"F"
1014134,29,"G11","privé - sans psg",247,9,"F"
1019499,30,"H41","privé - sans psg",1082,5,"F"
1010447,31,"J23","privé - sans psg",185,6,"R"
1023199,16,"J40","privé - sans psg",670,5,"R"
1023216,20,"B62","privé - sans psg",134,9,"F"
1016644,16,"G22","privé - sans psg",1357,1,"R"
1000662,16,"A12","privé - psg",169,8,"R"
1026896,25,"J23","privé - psg",493,10,"F"
1028495,27,"B22","privé - sans psg",94,7,"F"
1012770,29,"D11","privé - sans psg",737,10,"R"
1001021,30,"C51","publis - communales",271,9,"F"
1021165,21,"F52","privé - sans psg",195,10,"F"
1004167,24,"F23","privé - psg",137,9,"F"
1027845,16,"A11","privé - sans psg",195,10,"F"
1006402,13,"B61","privé - psg",105,0,"F"
1016989,9,"F21","privé - psg",81,0,"F"
1026586,24,"C52","privé - sans psg",281,10,"F"
1011332,17,"C30","publis - communales",291,7,"F"
1001224,26,"C20","privé - sans psg",169,8,"F"
1006247,50,"H22","publis - communales",2093,6,"R"
1027137,15,"G21","privé - sans psg",734,7,"R"
1011171,20,"J10","privé - sans psg",256,6,"F"
1026349,32,"C20","privé - sans psg",300,2,"F"
1021042,40,"B41","privé - psg",73,8,"F"
1017550,10,"F21","privé - sans psg",22,5,"R"
1003016,12,"F52","privé - sans psg",163,10,"F"
1018833,15,"G80","privé - sans psg",418,10,"F"
1013801,14,"G50","privé - sans psg",677,10,"F"
1020937,28,"B62","privé - psg",118,9,"F"
1001984,27,"J23","privé - sans psg",244,10,"R"
1026161,13,"J22","privé - sans psg",100,7,"F"
1022849,17,"B61","privé - sans psg",80,5,"F"
1029013,10,"B61","privé - sans psg",51,3,"R"
1009662,20,"A11","privé - sans psg",210,9,"F"
1026940,6,"J22","publis - communales",286,8,"R"
1015743,12,"H30","publis - communales",773,7,"F"
1030769,36,"G42","privé - sans psg",463,9,"F"
