"idp","rich","ser_86","pro_psg","elev","tcar","esspre_fr"
1002459,26,"C20","privé - sans psg",351,10,"F"
1017609,22,"C20","privé - psg",407,10,"F"
1005797,17,"G21","publis - communales",827,8,"R"
1003088,18,"G11","privé - sans psg",389,10,"R"
1015721,17,"G11","privé - sans psg",365,7,"F"
1008904,12,"G50","privé - sans psg",375,10,"F"
1014631,15,"G23","privé - psg",386,8,"F"
1020161,8,"F21","privé - psg",108,0,"R"
1030765,38,"E20","privé - sans psg",1114,7,"R"
1030538,25,"A11","privé - sans psg",157,9,"F"
1002795,17,"B53","privé - psg",165,10,"F"
1027193,15,"B32","privé - psg",215,8,"F"
1006174,23,"J23","privé - psg",231,10,"R"
1023576,25,"G13","publis - communales",760,8,"R"
1022967,16,"G50","privé - sans psg",461,8,"F"
1009344,30,"G13","privé - sans psg",494,10,"F"
1020669,18,"A11","privé - psg",257,10,"R"
1009815,22,"C30","publis - communales",254,8,"F"
1025714,18,"B82","privé - psg",139,7,"F"
1001505,15,"D11","privé - sans psg",553,10,"F"
1022782,24,"F30","privé - sans psg",212,10,"F"
1001469,29,"C20","publics - domaniales",272,10,"F"
1014927,31,"C30","publis - communales",300,8,"F"
1014118,12,"G23","privé - sans psg",421,10,"F"
1029962,21,"F52","privé - sans psg",94,9,"F"
1021393,16,"H41","privé - sans psg",1320,2,"R"
1028208,7,"G11","privé - sans psg",325,8,"F"
1028637,14,"F21","privé - sans psg",133,9,"R"
1018515,23,"J22","privé - sans psg",560,6,"F"
1019766,15,"B51","privé - psg",268,10,"F"
1007646,28,"G22","privé - psg",1080,6,"R"
1007894,19,"H41","publics - domaniales",999,7,"R"
1000099,26,"C20","privé - sans psg",307,10,"F"
1026457,32,"I21","privé - sans psg",605,10,"F"
1011788,15,"B91","privé - sans psg",177,10,"F"
1020947,16,"G50","privé - sans psg",582,7,"F"
1028063,44,"E20","privé - sans psg",851,8,"R"
1005497,17,"B81","privé - sans psg",105,9,"F"
1029837,42,"G22","privé - psg",823,10,"R"
1007671,10,"C20","publis - communales",363,9,"F"
1015876,17,"G60","publics - domaniales",565,10,"R"
1030552,26,"C20","privé - psg",271,10,"F"
1025246,37,"G13","privé - sans psg",442,8,"R"
1002167,16,"B41","publics - domaniales",89,8,"R"
1028074,34,"I11","privé - sans psg",603,10,"F"
1005424,9,"A12","privé - psg",107,9,"R"
1026649,16,"B53","privé - psg",156,10,"F"
1001447,54,"E10","privé - sans psg",571,9,"F"
1006802,37,"A22","privé - sans psg",37,8,"F"
1028536,32,"F14","privé - sans psg",19,10,"F"
1001153,55,"C20","publis - communales",362,2,"F"
1019630,19,"D11","publis - communales",777,9,"F"
1016790,21,"C20","publis - communales",302,8,"F"
1017403,25,"F23","privé - sans psg",85,8,"F"
1029656,14,"B62","privé - sans psg",137,1,"F"
1024024,32,"C20","publics - domaniales",331,7,"F"
1015036,37,"C52","privé - sans psg",504,8,"F"
1030425,55,"I21","privé - sans psg",1167,7,"F"
1015776,19,"C20","publics - domaniales",409,8,"F"
1005680,46,"G13","privé - sans psg",571,10,"F"
1030818,12,"A22","privé - sans psg",5,3,"F"
1029541,45,"I11","privé - sans psg",431,9,"F"
1031332,24,"F13","privé - sans psg",4,9,"F"
1005105,19,"B22","privé - sans psg",68,9,"F"
1025222,67,"H10","privé - sans psg",434,7,"F"
1018986,25,"H30","publis - communales",1106,9,"R"
1027086,14,"H30","privé - sans psg",846,0,"F"
1011755,21,"J30","privé - sans psg",22,6,"R"
1007773,13,"H30","privé - sans psg",1198,7,"F"
1014490,26,"G13","privé - sans psg",462,8,"F"
1022169,21,"I22","privé - sans psg",663,1,"F"
1013893,20,"B62","privé - sans psg",107,7,"F"
1018538,24,"I21","publics - domaniales",1021,10,"F"
1000373,23,"G30","privé - sans psg",1190,8,"F"
1026705,11,"F21","privé - psg",26,3,"R"
1012578,21,"F14","privé - sans psg",62,10,"F"
1028832,24,"G13","privé - sans psg",460,7,"F"
1017789,23,"F52","privé - psg",28,3,"F"
1011659,47,"G13","privé - sans psg",454,10,"F"
1018179,16,"A30","privé - sans psg",107,9,"R"
1012959,13,"A22","privé - psg",75,9,"R"
1003645,14,"F23","publis - communales",59,4,"R"
1001282,27,"C20","publis - communales",407,7,"F"
1021519,34,"B43","privé - sans psg",153,3,"R"
1011464,34,"G23","privé - sans psg",391,7,"F"
1011030,15,"B62","privé - psg",168,9,"F"
1019342,49,"C52","privé - sans psg",790,10,"F"
1022525,15,"E20","privé - sans psg",1164,10,"F"
1014410,9,"A12","privé - psg",83,9,"F"
1018430,22,"B70","privé - sans psg",108,7,"F"
1007546,28,"G90","privé - sans psg",554,8,"F"
1023546,16,"B62","publis - communales",135,9,"R"
1019276,23,"I21","privé - psg",1580,9,"R"
1006605,10,"C11","privé - psg",351,9,"R"
1002654,16,"C20","publis - communales",375,8,"F"
1011341,31,"H30","publics - domaniales",1433,8,"R"
1026231,20,"G21","privé - psg",582,0,"F"
1007715,13,"G22","privé - sans psg",1082,9,"R"
1030133,35,"C51","privé - psg",203,8,"F"
1028738,26,"G21","privé - psg",747,7,"R"
1006417,17,"B52","privé - sans psg",102,10,"F"
1004106,29,"K13","privé - sans psg",61,2,"F"
1016020,13,"G22","publis - communales",834,10,"F"
1001174,21,"B10","privé - psg",120,8,"F"
1024951,37,"K12","privé - sans psg",840,7,"F"
1015243,15,"J22","privé - sans psg",739,7,"F"
1020041,16,"C51","publis - communales",234,10,"F"
1031014,18,"B92","privé - psg",301,0,"F"
1027247,16,"F15","privé - sans psg",203,3,"F"
1030783,24,"C20","publis - communales",386,10,"R"
1024816,26,"H30","publis - communales",787,4,"R"
1002041,19,"C20","privé - psg",216,8,"F"
1024347,22,"B70","privé - psg",91,7,"F"
1020771,11,"F30","privé - sans psg",444,8,"F"
1004568,38,"J22","privé - sans psg",553,7,"F"
1002143,18,"B91","privé - sans psg",297,9,"F"
1002765,19,"B32","privé - sans psg",132,9,"F"
1009923,11,"B70","privé - psg",128,10,"F"
1023694,27,"B70","privé - psg",98,8,"F"
1010557,9,"D11","publics - domaniales",350,8,"R"
1028098,22,"C20","publis - communales",273,8,"F"
1000606,40,"G60","privé - sans psg",684,6,"F"
1029747,39,"G22","privé - sans psg",929,10,"R"
1006356,18,"G41","privé - sans psg",753,9,"R"
1013744,27,"C20","privé - sans psg",287,9,"F"
1014393,39,"C20","publis - communales",389,9,"F"
1024462,14,"G22","publis - communales",1171,9,"F"
1023794,15,"B32","publics - domaniales",80,9,"F"
1003449,25,"E10","publis - communales",757,9,"F"
1023799,21,"F40","privé - sans psg",259,10,"F"
1026949,25,"G80","privé - sans psg",227,10,"F"
1022084,24,"H30","privé - psg",721,6,"F"
1017640,39,"C52","privé - sans psg",236,10,"F"
1017572,19,"G21","privé - sans psg",656,10,"F"
1005321,9,"C30","publis - communales",317,9,"F"
1004372,10,"B21","publics - domaniales",16,9,"F"
1001044,29,"C20","privé - sans psg",441,3,"F"
1005092,16,"C52","privé - sans psg",570,10,"F"
1019077,25,"G23","privé - sans psg",497,10,"F"
1016246,21,"B62","privé - psg",108,9,"F"
1015205,13,"C51","publis - communales",297,10,"F"
1009470,38,"G41","privé - sans psg",625,1,"F"
1023816,43,"G22","publis - communales",1074,10,"R"
1019659,9,"B10","publics - domaniales",117,9,"F"
1022406,42,"H41","privé - sans psg",711,9,"R"
1019780,44,"G41","privé - sans psg",706,1,"F"
1001996,7,"F21","privé - psg",102,0,"R"
1004697,40,"G90","privé - sans psg",284,4,"F"
1007224,47,"I21","publis - communales",830,4,"F"
1009382,29,"G60","publics - domaniales",570,2,"R"
1013843,27,"C52","privé - sans psg",535,6,"F"
1026670,15,"B91","publics - domaniales",309,10,"F"
1029885,10,"D11","privé - psg",338,8,"R"
1029018,69,"E20","publis - communales",656,8,"F"
1025579,52,"G50","privé - sans psg",541,8,"F"
1008776,32,"G42","privé - psg",842,6,"F"
1025331,10,"G13","privé - sans psg",477,10,"F"
1004543,24,"C51","privé - psg",211,9,"F"
1020966,20,"B41","privé - sans psg",105,9,"F"
1025467,20,"B81","publis - communales",77,9,"F"
1020419,30,"J21","privé - sans psg",434,4,"F"
1026428,34,"G13","privé - sans psg",568,9,"F"
1028269,13,"A11","privé - sans psg",152,8,"F"
1006250,29,"F14","privé - sans psg",37,10,"F"
1023731,20,"G21","privé - sans psg",773,10,"R"
1028113,15,"C11","privé - psg",257,0,"R"
1026689,24,"B70","privé - psg",101,8,"F"
1001149,16,"C30","publics - domaniales",246,9,"F"
1001881,7,"F21","privé - psg",67,4,"R"
1016221,42,"G30","privé - sans psg",978,10,"F"
1010792,56,"C20","publis - communales",491,10,"F"
1016372,16,"B42","privé - sans psg",190,9,"F"
1028314,41,"H21","publis - communales",1444,6,"R"
1027050,24,"F30","privé - sans psg",209,0,"F"
1024834,18,"G23","publics - domaniales",472,9,"F"
1023712,38,"G90","privé - sans psg",313,10,"F"
1003749,16,"C30","publis - communales",345,9,"F"
1020602,15,"G22","privé - sans psg",723,10,"F"
1000089,44,"H30","privé - sans psg",726,10,"R"
1003481,16,"G22","privé - psg",1341,7,"R"
1004432,19,"K11","privé - sans psg",271,10,"F"
1020988,26,"C52","privé - sans psg",603,10,"F"
1010578,47,"E10","privé - sans psg",472,9,"F"
1022925,6,"G12","privé - psg",336,10,"F"
1018634,13,"H30","privé - sans psg",1299,7,"R"
1027140,17,"D12","publis - communales",417,9,"F"
1025953,12,"B31","privé - psg",180,10,"F"
1020831,31,"G12","privé - sans psg",187,8,"F"
1003178,21,"G21","privé - sans psg",871,10,"R"
1026699,23,"G22","privé - sans psg",788,6,"F"
1028015,10,"C30","privé - psg",336,8,"R"
1006752,38,"G22","privé - sans psg",957,3,"F"
1030369,32,"F52","privé - sans psg",206,2,"F"
1005036,34,"J23","publics - domaniales",587,10,"F"
1011626,32,"B51","privé - sans psg",115,10,"F"
1026696,16,"G23","privé - psg",539,8,"R"
1027167,16,"B32","privé - sans psg",136,9,"F"
1023561,19,"C20","publis - communales",186,10,"F"
1002856,15,"A13","publics - domaniales",153,3,"F"
1004792,16,"F30","privé - sans psg",148,9,"F"
1004680,45,"G41","privé - sans psg",300,4,"F"
1009977,28,"H30","privé - sans psg",1460,7,"R"
1022514,34,"G13","privé - sans psg",669,9,"F"
1000680,20,"F15","privé - sans psg",116,10,"F"
1006232,18,"C20","publis - communales",270,10,"F"
1026540,13,"D12","publis - communales",303,9,"F"
1024530,30,"F15","privé - sans psg",224,10,"F"
1008131,28,"K12","publis - communales",823,1,"F"
1019928,22,"F30","privé - sans psg",46,6,"F"
1026561,14,"G21","privé - sans psg",675,10,"R"
1025165,13,"J40","privé - sans psg",1012,9,"F"
1024455,40,"G70","privé - sans psg",384,8,"F"
1004550,21,"B33","privé - psg",150,9,"F"
1001575,23,"J24","publis - communales",652,1,"F"
1018904,16,"G22","privé - sans psg",1310,4,"F"
1002922,20,"G41","privé - sans psg",520,10,"R"
1008184,19,"E10","publis - communales",631,10,"F"
1019166,32,"F15","privé - sans psg",131,9,"F"
1022311,21,"B42","privé - psg",221,10,"F"
1024555,25,"C12","privé - sans psg",168,9,"F"
1005143,9,"F21","privé - psg",67,3,"R"
1025150,35,"D11","privé - sans psg",247,7,"F"
1023445,20,"B33","privé - sans psg",249,10,"F"
1012608,20,"G42","privé - sans psg",705,8,"F"
1016918,22,"F40","privé - sans psg",183,5,"F"
1014336,19,"G11","privé - psg",291,7,"R"
1028108,12,"B70","publics - domaniales",128,0,"F"
1015808,53,"K13","privé - sans psg",320,9,"F"
1029138,23,"G13","privé - psg",673,8,"F"
1003849,39,"G22","privé - sans psg",783,8,"R"
1004602,21,"E10","privé - sans psg",356,10,"F"
1007407,15,"B23","privé - psg",219,9,"F"
1003779,22,"C30","privé - sans psg",212,9,"F"
1026451,14,"B32","privé - psg",115,10,"F"
1021445,26,"I11","privé - sans psg",481,10,"F"
1020008,12,"J30","privé - sans psg",298,4,"F"
1029027,36,"G21","privé - sans psg",798,8,"R"
1010215,12,"G50","privé - sans psg",606,10,"F"
1008102,27,"B91","privé - psg",151,9,"F"
1015075,29,"F30","privé - sans psg",359,10,"F"
1026376,18,"F15","privé - sans psg",236,8,"F"
1020860,35,"F30","privé - sans psg",401,7,"F"
1020696,19,"C20","privé - sans psg",268,9,"F"
1009235,7,"F21","privé - psg",79,4,"R"
1030168,23,"I22","publics - domaniales",1752,10,"R"
1016303,22,"B51","privé - sans psg",240,0,"R"
1030221,26,"B70","publics - domaniales",127,9,"F"
1005141,20,"B42","privé - sans psg",167,8,"F"
1030107,24,"B41","privé - psg",99,9,"F"
1003244,24,"J23","privé - sans psg",295,9,"F"
1012265,25,"B92","privé - sans psg",221,10,"F"
1028965,22,"A11","privé - sans psg",92,7,"F"
1001873,47,"B42","privé - psg",227,5,"F"
1006524,13,"G50","privé - sans psg",437,10,"F"
1013705,34,"C51","privé - sans psg",256,10,"F"
1031302,6,"D12","publis - communales",545,8,"F"
1029080,14,"B53","privé - psg",248,9,"F"
1021900,15,"H30","privé - psg",1706,3,"R"
1030712,26,"J10","privé - sans psg",162,4,"F"
1018410,27,"C20","publis - communales",533,9,"F"
1030942,12,"G21","privé - sans psg",859,5,"F"
1007040,22,"E10","publis - communales",511,8,"F"
1001319,48,"I11","publis - communales",542,10,"F"
1008469,28,"C20","publis - communales",278,8,"F"
1007496,7,"J10","privé - psg",329,9,"F"
1001426,10,"F21","privé - sans psg",54,3,"R"
1023618,31,"G30","publis - communales",1142,8,"R"
1014965,34,"H42","publis - communales",2141,3,"R"
1029173,21,"C52","privé - sans psg",519,10,"F"
1027694,20,"B52","privé - psg",197,9,"F"
1007880,38,"B42","privé - sans psg",281,10,"F"
1020968,16,"D11","publics - domaniales",360,7,"R"
1004161,28,"J10","privé - sans psg",316,4,"F"
1021504,12,"G11","privé - sans psg",426,10,"F"
1011629,16,"F21","privé - psg",111,5,"F"
1002423,10,"G42","privé - sans psg",1031,8,"R"
1030630,26,"B41","publics - domaniales",129,8,"F"
1028984,14,"B62","privé - psg",92,6,"R"
1010790,27,"C41","publis - communales",121,9,"F"
1023506,8,"G22","privé - sans psg",1032,10,"R"
1011224,17,"F52","privé - sans psg",273,9,"F"
1011627,27,"F15","privé - sans psg",184,10,"F"
1017624,34,"H10","privé - sans psg",1056,9,"F"
1019707,25,"I21","publis - communales",1068,9,"F"
1006001,13,"F23","privé - sans psg",39,10,"F"
1013436,38,"E10","privé - sans psg",509,8,"R"
1014254,8,"B10","privé - sans psg",90,10,"F"
1030824,26,"G30","publis - communales",1027,10,"F"
1028339,19,"J22","privé - sans psg",327,10,"F"
1016842,8,"B32","publics - domaniales",117,2,"F"
1006553,11,"F21","publis - communales",67,3,"R"
1019843,32,"F23","privé - sans psg",30,6,"F"
1007394,16,"B91","privé - psg",219,10,"F"
1012897,19,"G90","privé - sans psg",209,3,"F"
1005000,32,"B53","publis - communales",262,9,"R"
1018567,6,"G80","publis - communales",839,9,"R"
1027386,8,"F23","privé - sans psg",41,3,"R"
1001640,20,"B70","privé - psg",141,8,"F"
1005749,14,"B42","privé - psg",224,10,"F"
1010876,19,"H30","privé - sans psg",1212,6,"R"
1026340,12,"F21","privé - psg",128,3,"R"
1006998,23,"G90","privé - sans psg",390,9,"F"
1016483,12,"J22","privé - sans psg",10,3,"F"
1006739,8,"B92","privé - psg",229,10,"F"
1008039,52,"G30","privé - sans psg",1162,9,"F"
1006040,32,"G80","publics - domaniales",1038,8,"R"
1022465,21,"B41","publics - domaniales",72,9,"F"
1021167,33,"B41","privé - psg",82,8,"F"
1012693,22,"F23","privé - sans psg",35,9,"R"
1020993,27,"F40","privé - sans psg",256,10,"F"
1022483,8,"B44","privé - psg",149,10,"F"
1017471,36,"G23","privé - sans psg",485,9,"R"
1015439,9,"F21","privé - psg",73,4,"R"
1030480,33,"G22","privé - sans psg",1070,0,"R"
1004287,28,"B70","privé - sans psg",128,10,"F"
1006388,28,"C20","privé - sans psg",208,4,"F"
1030888,17,"J23","privé - psg",462,9,"F"
1012616,32,"C20","publics - domaniales",372,4,"R"
1019769,17,"C51","publis - communales",225,9,"F"
1005743,9,"D12","publics - domaniales",585,7,"R"
1002954,28,"G60","privé - sans psg",872,7,"R"
1003858,29,"G30","privé - sans psg",751,10,"F"
1011894,26,"F40","privé - sans psg",260,9,"R"
1000736,26,"H30","privé - sans psg",1120,8,"R"
1005564,6,"B10","privé - sans psg",103,10,"F"
1007075,29,"B41","publics - domaniales",74,8,"R"
1022434,19,"B70","privé - sans psg",150,5,"F"
1026013,15,"B61","privé - psg",97,8,"F"
1010384,17,"D12","publis - communales",419,4,"F"
1029460,27,"K11","privé - sans psg",90,4,"R"
1031075,15,"B70","publics - domaniales",120,10,"F"
1015070,23,"G22","publis - communales",773,6,"R"
1006216,25,"B51","privé - sans psg",156,9,"F"
1016109,14,"D11","publis - communales",1012,9,"R"
1018993,29,"D11","privé - sans psg",727,7,"F"
1019662,11,"H30","privé - sans psg",1460,1,"R"
1008891,35,"H30","privé - sans psg",375,9,"R"
1019036,24,"F52","privé - sans psg",79,8,"F"
1004725,22,"C20","privé - sans psg",365,10,"F"
1001923,34,"C20","privé - psg",431,8,"F"
1028389,12,"F21","privé - sans psg",67,8,"F"
1010330,47,"G30","privé - sans psg",733,7,"F"
1025662,30,"G12","privé - psg",159,10,"F"
1028879,29,"C11","publics - domaniales",305,9,"R"
1013725,18,"F30","privé - sans psg",176,10,"F"
1004393,6,"D11","publics - domaniales",290,7,"F"
1015656,20,"F14","privé - sans psg",57,10,"F"
1010963,12,"A30","privé - psg",111,8,"F"
1024615,15,"B41","publics - domaniales",145,8,"F"
1023439,23,"B53","privé - psg",284,10,"F"
1004335,16,"F15","privé - sans psg",265,0,"F"
1016783,11,"B61","privé - psg",58,9,"R"
1009330,35,"G50","privé - sans psg",515,8,"F"
1003616,22,"F15","privé - sans psg",230,10,"F"
1017137,26,"H42","privé - sans psg",1931,4,"R"
1023887,35,"B23","publics - domaniales",180,9,"F"
1025525,53,"E10","privé - sans psg",581,10,"F"
1010219,9,"G21","privé - sans psg",789,10,"F"
1014122,26,"G42","privé - sans psg",441,7,"F"
1008134,22,"B92","privé - psg",246,10,"F"
1015370,12,"F22","publis - communales",15,0,"R"
1006370,29,"F12","privé - sans psg",24,10,"F"
1027151,27,"J40","privé - sans psg",476,7,"F"
1027775,47,"H10","publis - communales",709,7,"R"
1018690,16,"C20","privé - sans psg",218,8,"F"
1024144,6,"D11","publis - communales",1050,8,"R"
1000876,28,"H30","privé - sans psg",747,6,"R"
1003557,26,"B10","privé - sans psg",115,7,"R"
1001155,10,"F23","privé - sans psg",36,0,"R"
1009635,28,"J23","privé - sans psg",459,9,"F"
1030420,24,"H30","privé - sans psg",464,2,"F"
1024342,14,"B51","privé - sans psg",171,9,"F"
1010279,21,"F12","privé - sans psg",156,10,"F"
1027147,8,"F21","privé - sans psg",45,3,"R"
1000919,29,"C20","publis - communales",247,9,"F"
1019481,16,"F52","privé - sans psg",127,7,"F"
1014145,16,"C30","publics - domaniales",214,10,"F"
1016173,24,"A11","privé - sans psg",162,8,"F"
1028172,21,"B91","privé - psg",208,10,"F"
1023715,17,"A22","privé - psg",89,9,"F"
1009448,18,"B62","privé - sans psg",91,0,"F"
1022227,22,"G80","privé - sans psg",914,4,"F"
1005911,50,"G80","privé - sans psg",324,7,"F"
1018845,11,"B61","publics - domaniales",173,9,"R"
1028767,51,"J10","privé - sans psg",236,7,"F"
1006123,29,"G50","privé - sans psg",422,10,"F"
1028219,36,"H30","privé - sans psg",880,8,"F"
1021968,17,"C30","privé - sans psg",307,10,"R"
1023967,9,"B62","privé - sans psg",38,0,"F"
1020793,7,"F15","privé - sans psg",235,10,"R"
1013848,16,"C41","privé - sans psg",279,7,"F"
1026287,40,"G42","privé - sans psg",808,8,"F"
1016066,19,"B43","privé - sans psg",155,9,"F"
1007733,33,"K13","privé - sans psg",625,3,"F"
1002789,27,"C30","publis - communales",364,8,"F"
1028217,21,"B70","privé - psg",103,8,"F"
1001985,22,"G13","privé - sans psg",453,10,"F"
1015851,28,"A30","privé - sans psg",11,9,"R"
1024799,35,"H10","publis - communales",864,10,"R"
1001486,40,"B42","privé - psg",264,0,"F"
1011047,20,"B70","privé - sans psg",145,10,"F"
1024842,27,"F15","privé - psg",143,10,"F"
1031293,21,"C20","privé - sans psg",320,10,"F"
1005774,8,"G11","privé - sans psg",202,10,"F"
1014013,38,"H30","privé - sans psg",590,5,"F"
1009489,9,"G12","privé - sans psg",316,0,"F"
1016087,20,"C51","privé - sans psg",274,10,"F"
1011888,26,"G50","privé - sans psg",406,7,"F"
1029230,39,"G90","privé - sans psg",516,8,"F"
1013414,23,"C51","privé - sans psg",195,10,"F"
1009509,52,"E10","privé - sans psg",880,10,"F"
1011139,24,"C20","publis - communales",270,9,"F"
1019942,28,"I21","privé - sans psg",950,7,"F"
1025494,30,"C20","publis - communales",339,9,"F"
1002218,37,"H30","privé - sans psg",479,9,"R"
1005427,20,"G42","privé - sans psg",1044,9,"R"
1012699,32,"G22","publics - domaniales",1003,8,"R"
1015322,31,"G80","privé - sans psg",647,9,"F"
1007078,26,"F14","privé - sans psg",10,6,"F"
1017316,12,"C30","publis - communales",391,6,"F"
1019951,18,"G70","privé - sans psg",774,8,"F"
1004153,24,"A30","privé - sans psg",23,9,"F"
1025334,37,"J23","privé - sans psg",348,8,"F"
1016407,54,"H22","publis - communales",1239,4,"R"
1001018,17,"F30","privé - sans psg",36,9,"F"
1018825,15,"D12","privé - sans psg",447,4,"R"
1012730,23,"G50","privé - sans psg",459,10,"F"
1024786,23,"C52","privé - sans psg",216,10,"F"
1003153,40,"F15","privé - sans psg",218,4,"F"
1001110,29,"B70","privé - sans psg",103,10,"F"
1021594,21,"F15","privé - sans psg",139,5,"F"
1004345,21,"B82","privé - sans psg",110,10,"F"
1021022,26,"A30","privé - sans psg",94,9,"F"
1003910,11,"D12","publics - domaniales",388,10,"F"
1017156,11,"B33","publics - domaniales",177,10,"F"
1014536,24,"C20","publis - communales",318,8,"F"
1026029,44,"H41","publis - communales",1656,7,"R"
1030312,53,"H10","publis - communales",1321,9,"R"
1014337,23,"G42","privé - sans psg",885,7,"F"
1023360,15,"F15","privé - sans psg",187,10,"F"
1002313,15,"B70","publics - domaniales",142,10,"R"
1012587,21,"C20","privé - psg",389,9,"F"
1030445,15,"F23","privé - sans psg",40,4,"F"
1002730,11,"B32","publics - domaniales",213,9,"F"
1025824,10,"B61","privé - sans psg",64,6,"F"
1004605,42,"C52","privé - sans psg",373,8,"F"
1025975,18,"G22","privé - sans psg",962,9,"R"
1003986,30,"G22","privé - sans psg",565,10,"F"
1028555,22,"B41","privé - sans psg",98,9,"F"
1028818,28,"F23","privé - sans psg",110,9,"R"
1017433,23,"H30","privé - sans psg",850,3,"F"
1029185,41,"G80","publis - communales",723,10,"R"
1028126,37,"G42","privé - sans psg",657,8,"F"
1024745,9,"H42","privé - psg",2201,6,"R"
1008175,23,"B82","privé - psg",132,7,"F"
1003358,20,"A11","privé - sans psg",254,5,"F"
1025106,39,"J23","privé - psg",462,8,"F"
1005324,17,"G12","privé - sans psg",385,10,"F"
1018804,42,"G22","privé - sans psg",927,8,"F"
1024067,25,"F15","privé - sans psg",145,10,"F"
1025671,38,"F12","privé - psg",38,4,"F"
1006775,15,"A12","privé - sans psg",111,3,"F"
1005058,15,"B70","privé - sans psg",97,9,"R"
1000857,14,"B33","privé - psg",152,10,"F"
1025652,25,"F15","privé - sans psg",152,6,"F"
1029258,8,"G21","privé - sans psg",702,10,"F"
1013343,13,"D11","publis - communales",722,9,"R"
1021749,10,"C51","publis - communales",253,10,"F"
1025343,22,"B62","privé - sans psg",142,10,"F"
1009191,36,"G30","privé - sans psg",828,10,"F"
1011899,23,"G50","privé - sans psg",659,10,"F"
1020327,22,"G41","privé - sans psg",564,8,"R"
1010660,11,"B33","privé - psg",165,6,"F"
1018946,9,"C20","publis - communales",322,9,"F"
1022989,36,"B21","publics - domaniales",30,8,"F"
1005849,16,"C51","privé - psg",198,10,"F"
1016697,34,"J22","privé - sans psg",226,7,"R"
1017150,10,"B33","privé - psg",158,9,"F"
1018591,53,"G41","privé - sans psg",430,2,"F"
1004809,23,"C30","privé - sans psg",251,7,"F"
1015911,28,"C20","publis - communales",336,8,"F"
1012209,22,"B41","privé - psg",103,7,"F"
1000782,25,"A30","privé - sans psg",51,10,"F"
1000041,20,"F30","privé - sans psg",178,10,"F"
1015156,33,"C20","publics - domaniales",284,8,"F"
1026808,17,"C20","privé - sans psg",433,10,"F"
1012273,16,"B31","privé - sans psg",125,10,"F"
1009716,43,"H10","privé - sans psg",1104,10,"F"
1029206,6,"A22","privé - sans psg",55,10,"F"
1018574,18,"C30","privé - psg",263,0,"F"
1011367,22,"F30","privé - sans psg",300,7,"F"
1004298,25,"C20","privé - psg",223,1,"F"
1024113,77,"H22","privé - sans psg",1288,9,"R"
1015395,13,"C30","publis - communales",233,9,"F"
1010777,17,"F21","privé - psg",28,6,"F"
1012001,14,"A12","privé - sans psg",75,10,"F"
1001263,18,"B52","privé - sans psg",236,10,"F"
1015902,18,"F15","privé - sans psg",196,0,"F"
1013938,14,"C20","publis - communales",434,8,"F"
1015020,11,"F51","privé - sans psg",39,10,"F"
1009667,31,"C20","privé - psg",312,6,"F"
1002083,34,"J22","privé - sans psg",214,5,"R"
1001766,21,"F40","privé - sans psg",250,10,"F"
1019132,10,"F22","publics - domaniales",36,0,"F"
1016455,26,"A22","privé - sans psg",28,10,"F"
1008890,23,"B70","privé - sans psg",153,10,"F"
1021124,36,"J40","privé - sans psg",662,10,"F"
1021080,30,"J23","publis - communales",643,7,"F"
1004485,34,"G22","publis - communales",930,9,"R"
1010729,17,"I12","privé - psg",1496,10,"R"
1006791,15,"G90","privé - sans psg",532,5,"F"
1019807,19,"J22","privé - sans psg",46,10,"F"
1011827,24,"B70","privé - psg",128,6,"F"
1028779,60,"E20","privé - sans psg",831,7,"R"
1002617,15,"B32","privé - psg",138,10,"F"
1029254,24,"G22","privé - sans psg",1220,7,"R"
1013547,18,"H30","privé - sans psg",1051,8,"R"
1011748,15,"F11","privé - sans psg",120,8,"R"
1016383,12,"B10","publics - domaniales",158,9,"F"
1016860,24,"G50","privé - sans psg",378,9,"F"
1021501,18,"F21","privé - sans psg",28,5,"R"
1019905,25,"B70","privé - sans psg",97,9,"R"
1015257,28,"B42","privé - psg",128,8,"F"
1026517,24,"C52","privé - sans psg",571,8,"F"
1011040,31,"C12","publis - communales",273,8,"R"
1018142,7,"C41","publics - domaniales",227,7,"F"
1000787,19,"B52","publics - domaniales",237,5,"F"
1022168,26,"D12","publis - communales",243,8,"F"
1000222,12,"D12","privé - sans psg",381,9,"R"
1022752,27,"A21","privé - sans psg",36,9,"F"
1026605,19,"F12","privé - sans psg",9,8,"F"
1013053,14,"B42","privé - psg",205,9,"F"
1003447,18,"J24","privé - sans psg",230,7,"F"
1002079,24,"F15","privé - sans psg",224,10,"F"
1002573,26,"B22","privé - psg",68,7,"F"
1002229,10,"C52","privé - sans psg",417,10,"F"
1000469,20,"G42","privé - sans psg",702,8,"F"
1010296,41,"C20","privé - sans psg",284,8,"F"
1016953,20,"A22","privé - sans psg",67,9,"F"
1026383,13,"B41","privé - sans psg",114,9,"F"
1016913,36,"G12","privé - sans psg",393,9,"F"
1008485,25,"C20","publis - communales",307,9,"F"
1008623,35,"H22","privé - sans psg",1294,9,"R"
1007962,23,"B23","privé - psg",199,8,"F"
1025491,33,"G11","privé - sans psg",258,7,"F"
1010948,9,"G30","privé - sans psg",1199,9,"F"
1011373,21,"G22","privé - sans psg",985,8,"F"
1026058,19,"G42","privé - psg",1179,8,"R"
1025027,38,"F15","privé - sans psg",217,0,"F"
